"","V1","location_name","date","allbed_mean","allbed_lower","allbed_upper","ICUbed_mean","ICUbed_lower","ICUbed_upper","InvVen_mean","InvVen_lower","InvVen_upper","deaths_mean","deaths_lower","deaths_upper","admis_mean","admis_lower","admis_upper","newICU_mean","newICU_lower","newICU_upper","totdea_mean","totdea_lower","totdea_upper","bedover_mean","bedover_lower","bedover_upper","icuover_mean","icuover_lower","icuover_upper","deaths_mean_smoothed","deaths_lower_smoothed","deaths_upper_smoothed","totdea_mean_smoothed","totdea_lower_smoothed","totdea_upper_smoothed","mobility_data_type","mobility_composite","total_tests_data_type","total_tests","confirmed_infections","est_infections_mean","est_infections_lower","est_infections_upper"
"106",44101,"Tennessee","2020-03-27",87.9556074131407,79.0988157894737,98.3017105263158,23.6557245614035,22.7894736842105,24.6,22.9662988304094,22.25,23.7503676470588,3,3,3,24.194786996904,19.7,29.5263157894737,6.7965283625731,6.38837719298246,7.31578947368421,6,6,6,0,0,0,0,0,0,1,1,1,5,5,5,"observed",-36.8129381206515,"observed",2822.26532508855,200.114013642443,703.612169563892,467.247403835278,1326.0733211848
"107",44102,"Tennessee","2020-03-28",112.359484313725,101.699605263158,123.376315789474,30.7176376504988,29.7364766081871,31.8,29.7523203130375,28.95,30.65,1,1,1,28.0639052287582,23.1578947368421,33.6320394736842,8.06191308909529,7.55,8.66710526315789,7,7,7,0,0,0,0,0,0,2,2,2,7,7,7,"observed",-37.6764096728207,"observed",2819.70069922098,219.827390198747,717.170183868609,495.263711490552,1406.93935453408
"108",44103,"Tennessee","2020-03-29",135.653428396973,123.893421052632,148.500657894737,37.0422848985208,35.8421052631579,38.3166447368421,35.7237880116959,34.7368421052632,36.75,1,1,1,28.0586682662539,22.99875,34.00125,8.32464724802202,7.75,8.95,8,8,8,0,0,0,0,0,0,3,3,3,10,10,10,"observed",-38.430001311186,"observed",2817.1360733534,241.484925509513,698.239703344342,428.670603493913,1345.65421731745
"109",44104,"Tennessee","2020-03-30",155.16797994496,142.649027777778,168.355,42.6461973340213,41.2628289473684,44.1063815789474,40.9084679738562,39.79875,42.1052631578947,6,6,6,27.9460510835913,22.9986842105263,33.7509868421053,8.60391243550052,7.94736842105263,9.3,14,14,14,0,0,0,0,0,0,4,4,4,14,14,14,"observed",-39.1059833716679,"observed",2814.57144748583,261.948734039834,647.478836478214,386.534716379777,1213.00833355503
"110",44105,"Tennessee","2020-03-31",175.000263845889,161.681578947368,189.702236842105,48.5036783453732,46.9473684210526,50.1578947368421,46.2745794117647,44.95,47.5507236842105,9,9,9,32.052717251462,26.7496710526316,38.3003947368421,9.85748101135191,9.15,10.6116228070175,23,23,23,0,0,0,0,0,0,5,5,5,19,19,19,"observed",-39.7237389380118,"observed",2927.5510400818,276.526340416137,584.538441455139,374.009072635641,1093.3959759816
"111",44106,"Tennessee","2020-04-01",190.982564705882,177.573223684211,205.901184210526,53.3583511523908,51.5789473684211,55.1501973684211,50.643515118679,49.15,52.2,1,1,1,31.9557314069487,26.49875,37.842302631579,9.85467280701754,9.10526315789474,10.7066563467492,24,24,24,0,0,0,0,0,0,6,6,6,25,25,25,"observed",-40.2912532057206,"observed",3040.53063267778,281.22072212268,536.44238449407,367.65352931607,967.768845360033
"112",44107,"Tennessee","2020-04-02",207.345682318541,193.75,222.894736842105,58.2277927932577,56.3328947368421,60.4,55.0207300137599,53.4,56.7509868421053,12,12,12,36.0315371861025,30.1449342105263,42.9011842105263,10.8694416408669,10.15,11.7,36,36,36,0,0,0,0,0,0,7,7,7,32,32,32,"observed",-40.8076923216055,"observed",3153.51022527375,275.597974812051,520.077442514821,370.295651386202,967.296992782668
"113",44108,"Tennessee","2020-04-03",219.880137667699,204.799736842105,235.255592105263,62.098445872033,59.9499342105263,64.25,58.3932292569659,56.7,60.15,5,5,5,36.1253299105607,30.2994444444444,42.7894736842105,11.1373885964912,10.4492763157895,12,41,41,41,0,0,0,0,0,0,7,7,7,39,39,39,"observed",-41.2653351093938,"observed",3266.48981786974,263.83678484916,526.8570660288,372.665767952645,996.462058082688
"114",44109,"Tennessee","2020-04-04",225.691305349157,210.0475,241.685855263158,64.9452178534572,62.8936184210526,67.2631578947368,60.7545033195734,59.04875,62.5885294117647,9,9,9,32.0175918988648,26.4986111111111,38.6116228070175,10.1124114723082,9.35,10.9473684210526,50,50,50,0,0,0,0,0,0,7,7,7,46,46,46,"observed",-41.6528061993779,"observed",3379.46941046571,252.459911404067,547.368582626613,382.116733342847,1051.1508612265
"115",44110,"Tennessee","2020-04-05",231.59357251462,216.940570175439,246.407105263158,68.0540932920537,65.8,70.5802631578947,63.3174255761954,61.3679605263158,65.3017105263158,3,3,3,32.106262624699,26.5994736842105,37.85375,10.379947127623,9.5,11.20125,53,53,53,0,0,0,0,0,0,8,8,8,54,54,54,"observed",-41.9580227202409,"observed",3492.44900306169,246.402299011537,556.136630305485,395.942589345749,1051.90224711678
"116",44111,"Tennessee","2020-04-06",228.695353818369,214.207894736842,243.95125,68.2131117991056,65.7997368421053,70.8947368421053,62.9159174578603,60.8998684210526,65.05,12,12,12,24.178390746474,19.4730921052632,29.6525,8.41422540419677,7.65,9.35,65,65,65,0,0,0,0,0,0,8,8,8,62,62,62,"observed",-42.1689449925618,"observed",3605.42859565766,246.63429480732,557.786250606725,396.22803316409,1040.6542030499
"117",44112,"Tennessee","2020-04-07",222.396398228414,207.698289473684,237.606052631579,68.0577857757138,65.6482236842105,70.7368421052632,62.2795045923633,60.2631578947368,64.50125,7,7,7,23.8831085827313,19.2493055555556,29.15125,8.11799884760922,7.35,8.95,72,72,72,0,0,0,0,0,0,9,9,9,71,71,71,"observed",-42.2747050475054,"observed",3604.65308544837,250.738617147755,543.186061921341,384.016771401947,1000.19546020857
"118",44113,"Tennessee","2020-04-08",215.101999226006,199.626315789474,230.792236842105,66.6421107843137,64.1488815789474,69.3504605263158,60.4405747334021,58.4,62.8008333333333,8,8,8,23.8145604231166,19.4433333333333,29.2115131578947,8.11154274165807,7.42105263157895,9,80,80,80,0,0,0,0,0,0,9,9,9,80,80,80,"observed",-42.2647566441734,"observed",3603.87757523908,255.11420988115,534.308410681898,385.421110010394,963.414959738327
"119",44114,"Tennessee","2020-04-09",205.24163001376,190.89625,220.25125,64.4566082903337,61.83125,67.3,58.0361527863777,55.8815441176471,60.4210526315789,14,14,14,24.0622925352597,19.3992105263158,29.2115131578947,7.61102586859305,6.94993421052632,8.31622807017544,94,94,94,0,0,0,0,0,0,8,8,8,88,88,88,"observed",-42.1279931242981,"observed",3603.10206502979,256.839956173318,527.852879852853,383.516234158924,972.990823965353
"120",44115,"Tennessee","2020-04-10",200.364138097695,185.9475,214.75,63.9698503267974,61.2493055555556,66.6315789473684,57.408374871001,55.2631578947368,59.7509868421053,4,4,4,28.0888194874441,23.103947368421,33.90125,8.57515512555899,7.94736842105263,9.3,98,98,98,0,0,0,0,0,0,8,8,8,96,96,96,"observed",-41.8535514095876,"observed",3602.32655482048,254.374276044979,534.538171691676,386.879345750856,1009.52215524816
"121",44116,"Tennessee","2020-04-11",194.243048383213,181.209013157895,207.901184210526,62.2291968868249,59.5776315789474,65.05125,55.6031764361885,53.3684210526316,57.842302631579,8,8,8,24.0508282077743,19.2102631578947,29.4005263157895,7.58399380804954,6.94993421052632,8.35,106,106,106,0,0,0,0,0,0,6,6,6,102,102,102,"observed",-41.4356894371604,"observed",3601.55104461119,247.558386808782,539.792806592,392.59145817513,1021.87119780423
"122",44117,"Tennessee","2020-04-12",189.912448624011,176.473606811146,203.952631578947,62.22987624699,59.4,65.1589473684211,55.6026728070175,53.3997222222222,58.05,0,0,0,24.1913378568971,19.6996052631579,29.5276315789474,7.60459179566563,6.95,8.3,106,106,106,0,0,0,0,0,0,5.999,6,6,107.999,108,108,"observed",-40.8791891006043,"observed",3600.7755344019,237.599445515531,545.988457242745,400.94365573575,1038.43624424792
"123",44118,"Tennessee","2020-04-13",186.538974475404,173.735526315789,200.500657894737,61.2349282249742,58.65,64.00125,54.6050917612659,52.4736842105263,56.9474342105263,3,3,3,19.9894190918473,15.89875,24.890350877193,6.86153298933609,6.2,7.7,109,109,109,0,0,0,0,0,0,6,6,6,113.999,114,114,"observed",-40.2025839730615,"observed",3600.00002419261,226.980732274084,559.720664476684,403.175768121079,1040.85731951261
"124",44119,"Tennessee","2020-04-14",179.213556363949,166.664473684211,193.350073529412,58.9880532851737,56.3679605263158,61.8010526315789,52.4189878224974,50.2094298245614,54.6320394736842,15,15,15,16.0454484348125,12.44875,19.90125,5.60779786721706,4.95,6.36842105263158,124,124,124,0,0,0,0,0,0,6,6,6,119.999,120,120,"observed",-39.441505042531,"observed",3862.26533207753,218.875410208871,591.592228863151,406.746386721783,1107.55657663566
"125",44120,"Tennessee","2020-04-15",171.674403113175,159.496710526316,184.611315789474,56.7283623151015,54.0555555555556,59.6007894736842,50.2274643274854,48.0525657894737,52.5269078947368,0,0,0,16.0160606123151,12.4993421052632,20.5507236842105,5.60975067079463,4.95,6.36842105263158,124,124,124,0,0,0,0,0,0,7,7,7,126.999,127,127,"observed",-38.6399124077637,"observed",4124.53063996245,215.896681121946,642.791391301147,407.332569317315,1222.332072492
"126",44121,"Tennessee","2020-04-16",162.5670874613,150.471842105263,174.842105263158,52.9131763673891,50.45,55.8431114551084,46.6405379600963,44.49875,48.90125,12,12,12,15.9542975232198,12.4205263157895,20.7009210526316,5.32220264877881,4.75,5.95,136,136,136,0,0,0,0,0,0,6,6,6,132.999,133,133,"observed",-37.8403689490085,"observed",4386.79594784736,219.011416100167,683.113801460381,421.610450101123,1297.61166084369
"127",44122,"Tennessee","2020-04-17",155.424383591331,143.09875,167.9025,50.8619515135879,48.3157894736842,53.6508552631579,44.8630157378741,42.7496710526316,47.15,5,5,5,19.9420636394909,15.6495394736842,24.8948684210526,6.06118661850705,5.55,6.65085526315789,141,141,141,0,0,0,0,0,0,6,6,6,138.999,139,139,"observed",-37.0776623773383,"observed",4649.06125573228,227.441636964058,687.525613842747,432.783431213707,1367.16254368227
"128",44123,"Tennessee","2020-04-18",151.242540264878,139.899868421053,162.897368421053,48.5491519091847,46.1,51.0598529411765,42.8903595115239,40.8936184210526,45.1001315789474,1,1,1,20.1158598211214,16.0525657894737,25.8,6.06714752321981,5.57836257309942,6.65,142,142,142,0,0,0,0,0,0,5,5,5,143.999,144,144,"observed",-36.3759614477935,"observed",4911.32656361719,239.907283895008,632.433314007641,269.981757397202,1303.09734418031
"129",44124,"Tennessee","2020-04-19",148.050202098383,137.0975,160.400526315789,47.187123254214,44.8,49.6002777777778,41.8807857929137,39.84875,43.8959795321637,6,6,6,20.2586906604747,16.0513157894737,25.1592105263158,6.05219674922601,5.57894736842105,6.68421052631579,148,148,148,0,0,0,0,0,0,4,4,4,147.999,148,148,"observed",-35.7464405022587,"observed",5173.5918715021,256.154441842545,549.834218948635,255.287248564454,1146.73886738228
"130",44125,"Tennessee","2020-04-20",148.200866185071,136.345197368421,160.555986842105,47.3838069831441,44.9,49.7009210526316,42.2849961988304,40.3148391812866,44.158947368421,4,4,4,19.955269126247,15.7881578947368,24.6525,6.31568257653939,5.72222222222222,7,152,152,152,0,0,0,0,0,0,4,4,4,151.999,152,152,"observed",-35.1847709130961,"observed",5435.85717938702,277.380911716132,483.432123740954,255.800913260134,965.707878183232
"131",44126,"Tennessee","2020-04-21",151.160020295838,139.549407894737,164.35375,47.5878817337461,45.2102631578947,49.9474342105263,42.7035889576883,40.7767543859649,44.60125,5,5,5,20.0558273993808,15.75,24.9474342105263,6.31561749226006,5.75,7,157,157,157,0,0,0,0,0,0,4,4,4,155.999,156,156,"observed",-34.670893777603,"observed",5772.08167144243,304.67403132955,499.164078678819,257.484438392086,1057.90685674589
"132",44127,"Tennessee","2020-04-22",149.90239628483,137.995,162.778070175439,47.3395488132095,44.8998684210526,49.6846052631579,42.5234367217062,40.54875,44.50125,0,0,0,16.0712362057104,12.65,20.5525,5.36269294805642,4.75,6.05006578947368,157,157,157,0,0,0,0,0,0,5,5,5,160.999,161,161,"observed",-34.1647960695491,"observed",6108.30616349783,336.49504226209,601.992973054561,257.446024528772,1386.26651835719
"133",44128,"Tennessee","2020-04-23",151.681305159959,140.410681114551,163.5525,47.0885803061576,44.65,49.4505921052632,42.3398757825937,40.3992105263158,44.25,14,14,14,20.0952350533196,16.1989473684211,24.8036842105263,6.32418661850705,5.73592105263158,7,171,171,171,0,0,0,0,0,0,5,5,5,165.999,166,166,"observed",-33.6167862159339,"observed",6444.53065555324,367.509683956826,764.080924954837,266.35547235859,1637.30034026417
"134",44129,"Tennessee","2020-04-24",150.867906140351,139.748355263158,163.100131578947,46.8428595287238,44.45,49.2,42.1539391812866,40.24875,44.0538157894737,-2,-2,-2,19.9319808909529,15.881346749226,24.9011842105263,6.33827303061576,5.73684210526316,7.00125,169,169,169,0,0,0,0,0,0,5,5,5,170.999,171,171,"observed",-32.9825248801389,"observed",6780.75514760865,390.61065082791,905.127177944226,392.199920422837,1820.634966057
"135",44130,"Tennessee","2020-04-25",149.883676470588,138.387916666667,163.050065789474,46.3058099759202,44.05,48.5507236842105,41.7619275713794,39.9473684210526,43.55,8,8,8,19.9275554007568,15.9449342105263,24.8948684210526,6.06754224286206,5.55,6.7,177,177,177,0,0,0,0,0,0,5,5,5,175.999,176,176,"observed",-32.2334356377153,"observed",7116.97963966403,401.675638748522,988.197121357563,636.44136240151,1937.77509879002
"136",44131,"Tennessee","2020-04-26",149.365415393877,137.496710526316,162.00375,45.7774415892673,43.5256578947368,48,41.3766278293774,39.6307894736842,43.2503289473684,4,4,4,19.9887625043,15.8495833333333,24.8973684210526,6.33316460268318,5.78918128654971,6.95125,181,181,181,0,0,0,0,0,0,5,5,5,180.999,181,181,"observed",-31.3588017165086,"observed",7453.20413171941,403.723953646759,1010.94322385175,707.825918354476,1885.00737461367
"137",44132,"Tennessee","2020-04-27",149.267259339525,137.473092105263,162.25125,45.4940071895425,43.2490131578947,47.6846052631579,41.1640702270382,39.4210526315789,43,3,3,3,20.1080815789474,16.1,24.90625,6.32436346749226,5.73684210526316,7,184,184,184,0,0,0,0,0,0,4,4,4,184.999,185,185,"observed",-30.3665112250938,"observed",7789.42862377486,406.604172314737,993.630890300135,695.111089755071,1793.54148909005
"138",44133,"Tennessee","2020-04-28",149.947071035432,137.893201754386,162.462434210526,46.2065259029928,43.9473684210526,48.4216374269006,41.9541996560027,40.15,43.7509868421053,4,4,4,19.981359872721,15.9449342105263,24.6846052631579,6.32226938424493,5.77708333333333,7,188,188,188,0,0,0,0,0,0,5,5,5,189.999,190,190,"observed",-29.2834986240282,"observed",7874.6531141435,421.0188940233,939.412370772424,659.252551800571,1754.22813117369
"139",44134,"Tennessee","2020-04-29",156.469886360509,143.893618421053,169.050065789474,47.2009333849329,44.9499342105263,49.45,42.9378100447196,41.1052631578947,44.65125,7,7,7,24.1311010835913,19.2998529411765,29.50125,7.31661013071895,6.73684210526316,8,195,195,195,0,0,0,0,0,0,5,5,5,194.999,195,195,"observed",-28.1501889980537,"observed",7959.87760451214,450.687758197313,903.227565387512,640.26055786158,1686.92508610464
"140",44135,"Tennessee","2020-04-30",159.899065720674,146.749671052632,173.054013157895,48.4660377020984,46.1664473684211,50.5794736842105,44.1318311145511,42.3491447368421,45.95125,4,4,4,24.0527828001376,19.4993421052632,29.35,7.32629093567251,6.78918128654971,7.95125,199,199,199,0,0,0,0,0,0,5,5,5,199.999,200,200,"observed",-27.0143409858944,"observed",8045.10209488078,488.142924895672,885.543310965032,629.388120760489,1614.20839422628
"141",44136,"Tennessee","2020-05-01",163.588968163055,151.54875,176.688355263158,49.715171499828,47.4192763157895,51.8959795321637,45.3115266769866,43.45,47.1063815789474,5,5,5,23.9053177330581,19.5,28.8010526315789,7.31628132094943,6.73684210526316,8.10526315789474,204,204,204,0,0,0,0,0,0,5,5,5,204.999,205,205,"observed",-25.9250313719983,"observed",8130.32658524942,517.461646643851,863.682827609977,624.322999462485,1583.61170096088
"142",44137,"Tennessee","2020-05-02",163.397288269694,151.444444444444,176.526907894737,50.2775045751634,47.95,52.5802631578947,45.7310957344341,43.8,47.6508552631579,5,5,5,20.0233567939456,15.99875,24.7509868421053,6.6145298245614,5.9,7.40052631578947,209,209,209,0,0,0,0,0,0,5,5,5,209.999,210,210,"observed",-24.9261911513077,"observed",8215.55107561805,522.547201431835,841.158392075229,622.10073233787,1579.82599888404
"143",44138,"Tennessee","2020-05-03",155.462919831441,143.74875,168.10625,48.5613514275886,46.1989473684211,50.8948684210526,43.9387797729618,42,45.7897368421053,1,1,1,12.0599865841073,8.73684210526316,15.9474342105263,4.59952942896457,3.94993421052632,5.36842105263158,210,210,210,0,0,0,0,0,0,5,5,5,214.999,215,215,"observed",-24.0509365916651,"observed",8300.77556598669,496.44273082843,837.883463043065,617.047703592503,1582.73465898654
"144",44139,"Tennessee","2020-05-04",147.757659924321,136.311644736842,160.252960526316,46.8378064671483,44.4736842105263,49.1001315789474,42.1453151874785,40.1994117647059,44.05125,9,9,9,12.1377173546612,8.9,15.80125,4.59207253181975,3.94993421052632,5.35046052631579,219,219,219,0,0,0,0,0,0,6,6,6,220.999,221,221,"observed",-23.3165153974312,"observed",8386.00005635533,445.820981174271,828.531658700796,599.251689581084,1565.62069169562
"145",44140,"Tennessee","2020-05-05",142.817706019952,131.942105263158,155.303026315789,44.8116210354317,42.5,47.1001315789474,40.1149568283454,38.2490131578947,42.1,7,7,7,15.7922721706226,12.2994444444444,20.05,5.33650751633987,4.75,6.00125,226,226,226,0,0,0,0,0,0,6,6,6,226.999,227,227,"observed",-22.725438730711,"observed",8534.71434306904,387.590157727147,816.248746126244,579.942402037512,1546.53934530045
"146",44141,"Tennessee","2020-05-06",143.277964224286,132.249013157895,155.5075,44.2821424320605,42.0988157894737,46.5,39.7243131750946,37.8421052631579,41.6315789473684,13,13,13,24.0290262125903,19.4723684210526,28.8511184210526,6.79470801513588,6.35,7.35,239,239,239,0,0,0,0,0,0,6,6,6,232.999,233,233,"observed",-22.2683837308493,"observed",8683.42862978269,339.915418275314,812.148835915874,571.575679307175,1548.64941919271
"147",44142,"Tennessee","2020-05-07",147.528119917441,135.945,160.050138888889,44.768806123151,42.6833552631579,47.05,40.3581254213966,38.6495394736842,42.3684210526316,-1,-1,-1,28.0190916408669,22.99875,34.1,7.82493672170623,7.4,8.5,238,238,238,0,0,0,0,0,0,5,5,5,237.999,238,238,"observed",-21.9290814951717,"observed",8832.14291649633,313.950711576806,816.049086693125,569.876150125638,1555.56785784469
"148",44143,"Tennessee","2020-05-08",156.944250584795,144.735921052632,170,47.7541931716546,45.6495394736842,49.95,43.342564619883,41.6833552631579,45.2640789473684,4,4,4,32.0449933608531,26.5994736842105,37.8036842105263,9.05292929136567,8.5,9.6,242,242,242,0,0,0,0,0,0,3,3,3,240.999,241,241,"observed",-21.6883459067587,"observed",8980.85720321004,310.821009308922,815.550280251605,564.571265050396,1558.44513133843
"149",44144,"Tennessee","2020-05-09",167.426599621603,153.938157894737,180.952434210526,52.1400789301686,49.9461842105263,54.5006578947368,47.6663839353285,45.8498026315789,49.842302631579,0,0,0,28.5318912624699,23.2975,34.8025,8.71905036119711,8,9.94736842105263,242,242,242,0,0,0,0,0,0,3,3,3,243.999,244,244,"observed",-21.5263586804782,"observed",9129.57148992369,323.789622695656,812.780968377859,556.93721959861,1560.28972112508
"150",44145,"Tennessee","2020-05-10",182.915989697282,169.419736842105,196.5,56.69765,54.4492763157895,59.45,52.0839643274854,50.15,54.55125,1,1,1,28.0798552631579,22.8864035087719,34.405,8.8819345373237,8.1578947368421,9.7,243,243,243,0,0,0,0,0,0,4,4,4,247.999,248,248,"observed",-21.4270111929186,"observed",9278.28577663733,342.727003066751,814.490939786012,552.400328196402,1570.48569442618
"151",44146,"Tennessee","2020-05-11",196.456314568283,179.944736842105,215.85716374269,60.3223954936361,57.49875,64.7780701754386,55.4882074819401,53,59.83375,8,8,8,27.2083785345717,20.05,39.1694444444444,8.94701487788098,7.47309210526316,11.835,251,251,251,0,0,0,0,0,0,6.001,6,6,254,254,254,"observed",-21.379690459253,"observed",9427.00006335105,358.43188185446,818.495960176212,549.251641659415,1584.05185563425
"152",44147,"Tennessee","2020-05-12",206.035348159615,185.74875,245.422222222222,61.7311511179911,57.4736842105263,71.7241666666667,56.7474122119023,52.9,66.3986111111111,15,15,15,27.3869187134503,17.29875,50.3375,8.72636575507396,6.45,14.2005555555556,266,266,266,0,0,0,0,0,0,7.017,7,7,261.017,261,261,"projected",-21.379690459253,"observed",9427.00006335105,365.755174688071,822.867087184623,546.877149366075,1597.03041945044
"153",44148,"Tennessee","2020-05-13",205.060501702786,174.54875,270.013235294118,61.1820073615411,53.95,76.5041666666667,56.0485619367045,48.95,71.1694444444445,7,7,7,23.806293997248,6.45,52.7819444444444,7.79414717922257,3.5,15,273,273,273,0,0,0,0,0,0,8,8,8,269.017,269,269,"projected",-21.379690459253,"observed",9427.00006335105,365.023416856655,818.721170263204,538.770574092702,1595.07634617945
"154",44149,"Tennessee","2020-05-14",200.210307843137,155.1475,292.780555555556,59.5373655142759,48.1,82.1166666666667,54.2688195390437,43.1,76.7222222222222,14,14,14,23.6003267113863,6.35,52.6111111111111,7.67163947368421,3.2,15.5300653594771,287,287,287,0,0,0,0,0,0,7.122,7,8,276.139,276,277,"projected",-21.379690459253,"observed",9427.00006335105,361.2984957801,807.434598961747,525.819558271603,1581.44567559997
"155",44150,"Tennessee","2020-05-15",193.290309133127,132.19125,312.793055555555,58.4457386136911,42.85,88.45,53.1283866013072,37.75,82.675,3,3,3,23.4402491572067,6.3,50.9472222222222,7.64490292397661,3.05,16.0027777777778,290,290,290,0,0,0,0,0,0,7.006,7,7,283.145,283,284,"projected",-21.379690459253,"projected",9561.6572071131,361.48705464157,797.485557680313,514.469654681836,1570.96466891314
"156",44151,"Tennessee","2020-05-16",188.687761403509,112.35,336.334722222222,57.2174877708978,36.75,96.1236111111111,51.9142426040592,31.99875,89.9472222222222,5,5,5,23.2355879084967,5.895,52.9634803921568,7.37727858617131,2.25,16.6111111111111,295,295,295,0,0,0,0,0,0,6.818,6,10,289.963,289,294,"projected",-21.379690459253,"projected",9696.31435087515,370.500884605706,787.556804091102,503.408364306204,1561.58597049548
"157",44152,"Tennessee","2020-05-17",184.602967887857,93.1,359.790277777778,56.1423260233918,31.3975,101.890277777778,50.8415422944616,26.84875,95.1666666666667,3,3,3,23.268205503956,5.04375,53.6666666666667,7.33491078431373,1.75,16.5027777777778,298,298,298,0,0,0,0,0,0,6.832,5,12,296.795,294,306,"projected",-21.379690459253,"projected",9830.9714946372,NA,775.608482958985,486.526877693413,1548.94939868923
"158",44153,"Tennessee","2020-05-18",180.951627846577,75.3475,373.229166666667,55.2664886480908,26.49625,106.061111111111,49.9179222910217,22.2975,99.075,3,3,3,23.0876803405573,3.6,51.8930555555555,7.29267014103887,1.5,16.3916666666667,301,301,301,0,0,0,0,0,0,5.929,2,13,302.724,296,318,"projected",-21.379690459253,"projected",9965.62863839931,NA,753.114456077201,465.93101468496,1518.65149018268
"159",44154,"Tennessee","2020-05-19",177.512525111799,62.04375,380.4375,55.8098960612315,25.29875,108.670833333333,50.2640411764706,21.05,101.058333333333,4,4,4,22.861442879257,3.54875,52.781862745098,7.26611542827657,1.44875,16.7805555555556,305,305,305,0,0,0,0,0,0,5.872,2,13,308.596,298,330.025,"projected",-21.379690459253,"projected",10100.2857821614,NA,720.048857923146,440.477996415459,1469.67756704984
"160",44155,"Tennessee","2020-05-20",176.431312624699,57.14625,381.7125,56.3802472136223,23.94875,111.780555555556,50.6295552287582,19.65,103.3375,0,0,0,22.6983323529412,3.45,52.9555555555555,7.25028787409701,1.3,16.9458333333333,305,305,305,0,0,0,0,0,0,5.847,2,13,314.443,300,343.025,"projected",-21.379690459253,"projected",10234.9429259234,NA,686.490403686942,412.136722981906,1417.00891018421
"161",44156,"Tennessee","2020-05-21",175.535773684211,51.58375,383.798611111111,56.6557053663571,22.25,114.058333333333,50.7827282077743,18.19625,104.904166666667,8,8,8,22.7129495184039,3.1,51.8361111111111,7.17538744410045,1.2,16.3902777777778,313,313,313,0,0,0,0,0,0,5.808,2,13,320.251,302,356.025,"projected",-21.379690459253,"projected",10369.6000696855,NA,653.037265650691,382.593168785539,1350.54296534888
"162",44157,"Tennessee","2020-05-22",174.943707791538,47.7475,386.9125,56.415054127967,19.95,116.130555555556,50.5528413828689,16.34875,106.406944444444,2,2,2,22.5930206398349,3.15,52.9487745098039,7.16439912280702,1.2,16.95,315,315,315,0,0,0,0,0,0,5.776,1,13,326.027,303,369.025,"projected",-21.379690459253,"projected",10504.2572134475,NA,619.451570691002,356.397814999893,1284.29797449817
"163",44158,"Tennessee","2020-05-23",174.951799707602,44.8475,386.748611111111,55.8933645854833,17.8,118.016666666667,50.1280084451324,14.6,107.794444444444,14,14,14,22.4592724114207,3.1,55.0044117647059,7.13024499484004,1.2,17.353839869281,329,329,329,0,0,0,0,0,0,5.74,1,13,331.767,305,382.025,"projected",-21.379690459253,"projected",10638.9143572096,NA,585.310846432142,329.817915541306,1213.10513578025
"164",44159,"Tennessee","2020-05-24",174.780159528724,42.99875,389.626388888889,55.1154080667355,15.89875,119.786111111111,49.5193860165119,13.14875,109.444444444444,5.72,1,13,22.3072141726866,3.05,53.6680555555556,7.09105835913313,1.19875,16.7263888888889,337.487,306,395.025,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"projected",-21.379690459253,"projected",10773.5715009717,NA,548.847420196878,302.619720323966,1144.75642560944
"165",44160,"Tennessee","2020-05-25",174.427037409701,41.6975,394.3,54.5704731338149,14.55,121.838888888889,49.0832109391125,12.2975,110.781944444444,5.689,1,13,22.2531000687995,2.9,53.1166666666667,7.06943082215342,1.15,17.225,343.176,307,408.025,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"projected",-21.379690459253,"projected",10908.2286447337,NA,516.987697219283,279.634477957059,1083.35961361269
"166",44161,"Tennessee","2020-05-26",173.714223942208,39.795,396.625,54.0435459752322,12.84875,123.425,48.6626340385277,11.1,112.505555555556,5.661,1,13,22.1882806501548,3,54.6632352941176,7.02722002063983,1.15,17.2263888888889,348.837,308,422,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"projected",-21.379690459253,"projected",11042.8857884958,NA,492.163946520371,261.927024221374,1046.98119347049
"167",44162,"Tennessee","2020-05-27",172.788615806674,37.7,402.093055555555,53.5663275369797,11.6,125.780555555556,48.2798334193326,10.1,114.669444444444,5.638,1,13,22.1154137598899,2.9,55.5611111111111,6.98342103543172,1.15,17.45,354.475,309,435.025,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"projected",-21.379690459253,"projected",11177.5429322578,NA,469.446476699818,245.21196333135,1002.05845927454
"168",44163,"Tennessee","2020-05-28",171.0694375473,35.84875,402.058333333333,53.0190462160303,10.4,127.568055555556,47.8143642070863,9.25,116.395833333333,5.625,1,13.025,21.5987277777778,2.9,54.5819444444444,6.88862160302718,1.1,17.2805555555556,360.1,310,448.025,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"projected",-21.379690459253,"projected",11312.2000760199,NA,447.65985709432,229.479475753545,960.000329465396
"169",44164,"Tennessee","2020-05-29",169.405310423117,34.24875,403.358333333333,52.5975123839009,10.15,128.675,47.4182839525284,9.04875,117.398611111111,5.59,1,13,21.3128284485724,2.65,56.2263888888889,6.77274475404197,1.1,16.9458333333333,365.69,311,462,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"projected",-21.379690459253,"projected",11446.857219782,NA,427.087877311476,212.989701870177,923.31986809487
