"","DATE","COUNTY","TOTAL_CASES","NEW_CASES","TOTAL_CONFIRMED","NEW_CONFIRMED","POS_TESTS","NEG_TESTS","TOTAL_TESTS","NEW_TESTS","NEW_DEATHS","TOTAL_DEATHS","NEW_RECOVERED","TOTAL_RECOVERED","NEW_ACTIVE","TOTAL_ACTIVE","NEW_HOSPITALIZED","TOTAL_HOSPITALIZED"
"3471",2020-04-28,"Maury",40,-1,NA,NA,40,1394,1434,159,0,0,FALSE,TRUE,-1,7,FALSE,TRUE
"3472",2020-04-28,"McMinn",70,5,NA,NA,70,1080,1150,164,0,0,FALSE,TRUE,5,66,TRUE,TRUE
"3473",2020-04-28,"McNairy",11,0,NA,NA,11,273,284,6,0,0,FALSE,TRUE,0,2,FALSE,TRUE
"3474",2020-04-28,"Meigs",6,0,NA,NA,6,135,141,2,0,0,FALSE,TRUE,0,3,FALSE,TRUE
"3475",2020-04-28,"Monroe",14,-1,NA,NA,14,372,386,14,0,1,FALSE,TRUE,-1,3,FALSE,TRUE
"3476",2020-04-28,"Montgomery",139,1,NA,NA,139,2673,2812,154,0,2,TRUE,TRUE,0,71,FALSE,TRUE
"3477",2020-04-28,"Moore",3,0,NA,NA,3,134,137,0,0,0,TRUE,TRUE,-1,2,FALSE,FALSE
"3478",2020-04-28,"Morgan",6,0,NA,NA,6,237,243,12,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3479",2020-04-28,"Obion",12,0,NA,NA,12,343,355,38,0,1,TRUE,TRUE,-1,7,FALSE,TRUE
"3480",2020-04-28,"Out of State",251,-32,NA,NA,251,26893,27144,1144,-1,2,FALSE,TRUE,-31,123,FALSE,FALSE
"3481",2020-04-28,"Overton",8,0,NA,NA,8,543,551,8,0,0,FALSE,TRUE,0,3,FALSE,TRUE
"3482",2020-04-28,"Pending",35,-14,NA,NA,35,18479,18514,698,0,0,FALSE,FALSE,-14,35,FALSE,FALSE
"3483",2020-04-28,"Perry",8,0,NA,NA,8,67,75,0,0,0,FALSE,TRUE,0,4,FALSE,FALSE
"3484",2020-04-28,"Pickett",0,0,NA,NA,0,164,164,1,0,0,FALSE,FALSE,0,0,FALSE,FALSE
"3485",2020-04-28,"Polk",8,1,NA,NA,8,133,141,2,0,0,TRUE,TRUE,0,3,FALSE,TRUE
"3486",2020-04-28,"Putnam",115,1,NA,NA,115,1597,1712,7,0,5,FALSE,TRUE,1,33,FALSE,TRUE
"3487",2020-04-28,"Rhea",3,0,NA,NA,3,407,410,9,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3488",2020-04-28,"Roane",7,0,NA,NA,7,1325,1332,51,0,0,FALSE,TRUE,0,0,FALSE,TRUE
"3489",2020-04-28,"Robertson",139,1,NA,NA,139,1351,1490,76,0,0,TRUE,TRUE,-1,48,TRUE,TRUE
"3490",2020-04-28,"Rutherford",434,11,NA,NA,434,4083,4517,171,1,10,TRUE,TRUE,5,236,TRUE,TRUE
"3491",2020-04-28,"Scott",11,0,NA,NA,11,231,242,7,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3492",2020-04-28,"Sequatchie",5,0,NA,NA,5,351,356,9,0,0,FALSE,TRUE,0,2,FALSE,TRUE
"3493",2020-04-28,"Sevier",46,0,NA,NA,46,1462,1508,153,0,1,TRUE,TRUE,-1,17,FALSE,TRUE
"3494",2020-04-28,"Shelby",2376,49,NA,NA,2376,17555,19931,1427,0,44,TRUE,TRUE,-5,1161,TRUE,TRUE
"3495",2020-04-28,"Smith",20,1,NA,NA,20,367,387,18,0,1,TRUE,TRUE,-2,11,FALSE,TRUE
"3496",2020-04-28,"Stewart",7,0,NA,NA,7,161,168,8,0,0,FALSE,TRUE,0,5,FALSE,FALSE
"3497",2020-04-28,"Sullivan",47,0,NA,NA,47,1168,1215,91,0,1,TRUE,TRUE,-1,4,FALSE,TRUE
"3498",2020-04-28,"Sumner",608,5,NA,NA,608,3137,3745,120,1,35,FALSE,TRUE,4,253,FALSE,TRUE
"3499",2020-04-28,"Tipton",96,1,NA,NA,96,1218,1314,85,0,0,TRUE,TRUE,0,50,FALSE,TRUE
"3500",2020-04-28,"Trousdale",50,2,NA,NA,50,279,329,9,0,1,FALSE,TRUE,2,40,FALSE,TRUE
"3501",2020-04-28,"Unicoi",1,0,NA,NA,1,142,143,0,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3502",2020-04-28,"Union",3,0,NA,NA,3,227,230,9,0,0,FALSE,TRUE,0,1,FALSE,FALSE
"3503",2020-04-28,"Van Buren",2,0,NA,NA,2,182,184,17,0,0,FALSE,FALSE,0,2,FALSE,FALSE
"3504",2020-04-28,"Warren",7,0,NA,NA,7,641,648,78,0,0,TRUE,TRUE,-1,3,FALSE,FALSE
"3505",2020-04-28,"Washington",54,0,NA,NA,54,1555,1609,8,0,0,FALSE,TRUE,0,8,FALSE,TRUE
"3506",2020-04-28,"Wayne",4,2,NA,NA,4,243,247,3,0,0,FALSE,TRUE,2,2,FALSE,TRUE
"3507",2020-04-28,"Weakley",18,0,NA,NA,18,482,500,57,0,0,FALSE,TRUE,0,10,FALSE,FALSE
"3508",2020-04-28,"White",5,1,NA,NA,5,510,515,21,0,0,FALSE,TRUE,1,1,FALSE,TRUE
"3509",2020-04-28,"Williamson",399,0,NA,NA,399,4419,4818,181,1,8,TRUE,TRUE,-5,122,TRUE,TRUE
"3510",2020-04-28,"Wilson",249,3,NA,NA,249,2350,2599,91,0,3,TRUE,TRUE,-5,111,TRUE,TRUE
"3511",2020-04-29,"Anderson",27,3,NA,NA,27,1679,1706,310,0,1,TRUE,TRUE,2,5,FALSE,TRUE
"3512",2020-04-29,"Bedford",169,2,NA,NA,169,1160,1329,9,0,2,TRUE,TRUE,0,139,FALSE,TRUE
"3513",2020-04-29,"Benton",6,0,NA,NA,6,180,186,1,0,1,FALSE,TRUE,0,1,FALSE,TRUE
"3514",2020-04-29,"Bledsoe",592,3,NA,NA,592,2827,3419,18,0,0,TRUE,TRUE,2,583,FALSE,TRUE
"3515",2020-04-29,"Blount",55,0,NA,NA,55,1142,1197,40,0,3,TRUE,TRUE,-1,9,FALSE,TRUE
"3516",2020-04-29,"Bradley",48,2,NA,NA,48,751,799,23,0,1,FALSE,TRUE,2,10,FALSE,TRUE
"3517",2020-04-29,"Campbell",14,0,NA,NA,14,386,400,17,0,1,FALSE,TRUE,0,1,FALSE,TRUE
"3518",2020-04-29,"Cannon",11,0,NA,NA,11,243,254,1,0,0,FALSE,TRUE,0,5,FALSE,TRUE
"3519",2020-04-29,"Carroll",18,0,NA,NA,18,429,447,21,0,1,TRUE,TRUE,-1,5,FALSE,TRUE
"3520",2020-04-29,"Carter",12,0,NA,NA,12,437,449,3,0,1,FALSE,TRUE,0,5,FALSE,TRUE
"3521",2020-04-29,"Cheatham",42,0,NA,NA,42,780,822,20,0,0,FALSE,TRUE,0,18,FALSE,TRUE
"3522",2020-04-29,"Chester",10,0,NA,NA,10,254,264,5,0,0,FALSE,TRUE,0,5,FALSE,TRUE
"3523",2020-04-29,"Claiborne",5,0,NA,NA,5,240,245,21,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3524",2020-04-29,"Clay",5,0,NA,NA,5,221,226,2,0,0,TRUE,TRUE,-2,0,FALSE,FALSE
"3525",2020-04-29,"Cocke",16,0,NA,NA,16,388,404,51,0,0,FALSE,TRUE,0,2,FALSE,TRUE
"3526",2020-04-29,"Coffee",35,2,NA,NA,35,979,1014,19,0,0,TRUE,TRUE,-1,21,FALSE,TRUE
"3527",2020-04-29,"Crockett",7,0,NA,NA,7,279,286,5,0,0,FALSE,TRUE,0,6,FALSE,TRUE
"3528",2020-04-29,"Cumberland",74,4,NA,NA,74,1505,1579,49,0,1,TRUE,TRUE,-1,30,TRUE,TRUE
"3529",2020-04-29,"Davidson",2454,71,NA,NA,2454,14010,16464,437,0,25,TRUE,TRUE,-2,1211,TRUE,TRUE
"3530",2020-04-29,"Decatur",4,0,NA,NA,4,144,148,9,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3531",2020-04-29,"Dekalb",14,0,NA,NA,14,555,569,3,0,0,TRUE,TRUE,-1,5,FALSE,FALSE
"3532",2020-04-29,"Dickson",72,1,NA,NA,72,936,1008,23,0,0,TRUE,TRUE,0,33,FALSE,TRUE
"3533",2020-04-29,"Dyer",34,1,NA,NA,34,571,605,9,0,0,TRUE,TRUE,-1,17,FALSE,TRUE
"3534",2020-04-29,"Fayette",53,0,NA,NA,53,951,1004,21,0,1,TRUE,TRUE,-6,14,TRUE,TRUE
"3535",2020-04-29,"Fentress",4,0,NA,NA,4,212,216,3,0,0,FALSE,TRUE,0,3,FALSE,FALSE
"3536",2020-04-29,"Franklin",34,2,NA,NA,34,913,947,66,0,1,FALSE,TRUE,2,8,FALSE,TRUE
"3537",2020-04-29,"Gibson",44,3,NA,NA,44,1032,1076,92,0,1,FALSE,TRUE,3,22,FALSE,TRUE
"3538",2020-04-29,"Giles",7,2,NA,NA,7,369,376,12,0,0,FALSE,TRUE,2,4,FALSE,FALSE
"3539",2020-04-29,"Grainger",5,0,NA,NA,5,271,276,15,0,0,FALSE,TRUE,0,1,FALSE,TRUE
"3540",2020-04-29,"Greene",43,1,NA,NA,43,737,780,16,0,2,TRUE,TRUE,0,13,FALSE,TRUE
"3541",2020-04-29,"Grundy",28,0,NA,NA,28,289,317,2,0,1,FALSE,TRUE,0,5,FALSE,TRUE
"3542",2020-04-29,"Hamblen",17,0,NA,NA,17,816,833,270,0,2,TRUE,TRUE,-1,5,FALSE,TRUE
"3543",2020-04-29,"Hamilton",152,3,NA,NA,152,1980,2132,57,0,13,TRUE,TRUE,-1,51,TRUE,TRUE
"3544",2020-04-29,"Hancock",0,0,NA,NA,0,40,40,4,0,0,FALSE,FALSE,0,0,FALSE,FALSE
"3545",2020-04-29,"Hardeman",11,0,NA,NA,11,336,347,6,0,0,FALSE,TRUE,0,4,FALSE,TRUE
"3546",2020-04-29,"Hardin",5,0,NA,NA,5,803,808,3,0,0,FALSE,TRUE,0,2,FALSE,FALSE
"3547",2020-04-29,"Hawkins",30,0,NA,NA,30,715,745,29,0,2,FALSE,TRUE,0,2,TRUE,TRUE
"3548",2020-04-29,"Haywood",19,0,NA,NA,19,301,320,0,0,1,TRUE,TRUE,-2,7,TRUE,TRUE
"3549",2020-04-29,"Henderson",6,0,NA,NA,6,506,512,144,0,0,FALSE,TRUE,0,3,FALSE,FALSE
"3550",2020-04-29,"Henry",11,0,NA,NA,11,552,563,3,0,0,FALSE,TRUE,0,4,TRUE,TRUE
"3551",2020-04-29,"Hickman",43,0,NA,NA,43,453,496,10,0,0,FALSE,TRUE,0,41,FALSE,TRUE
"3552",2020-04-29,"Houston",5,1,NA,NA,5,164,169,5,0,0,FALSE,TRUE,1,1,TRUE,TRUE
"3553",2020-04-29,"Humphreys",10,0,NA,NA,10,249,259,6,0,1,FALSE,TRUE,0,3,FALSE,FALSE
"3554",2020-04-29,"Jackson",7,0,NA,NA,7,331,338,10,0,0,FALSE,TRUE,0,1,FALSE,FALSE
"3555",2020-04-29,"Jefferson",18,0,NA,NA,18,792,810,253,0,0,FALSE,TRUE,0,3,FALSE,FALSE
"3556",2020-04-29,"Johnson",3,0,NA,NA,3,72,75,12,0,0,FALSE,TRUE,0,1,FALSE,FALSE
"3557",2020-04-29,"Knox",221,7,NA,NA,221,6388,6609,703,0,5,TRUE,TRUE,6,19,FALSE,TRUE
"3558",2020-04-29,"Lake",53,3,NA,NA,53,1042,1095,23,0,0,FALSE,FALSE,3,53,FALSE,FALSE
"3559",2020-04-29,"Lauderdale",19,2,NA,NA,19,312,331,26,0,0,FALSE,TRUE,2,14,TRUE,TRUE
"3560",2020-04-29,"Lawrence",17,0,NA,NA,17,746,763,77,0,0,FALSE,TRUE,0,1,FALSE,TRUE
"3561",2020-04-29,"Lewis",2,0,NA,NA,2,92,94,1,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3562",2020-04-29,"Lincoln",13,1,NA,NA,13,435,448,5,0,0,FALSE,TRUE,1,5,FALSE,TRUE
"3563",2020-04-29,"Loudon",32,4,NA,NA,32,530,562,51,0,0,FALSE,TRUE,4,10,FALSE,TRUE
"3564",2020-04-29,"Macon",39,0,NA,NA,39,668,707,3,0,3,TRUE,TRUE,-1,17,FALSE,TRUE
"3565",2020-04-29,"Madison",131,3,NA,NA,131,2351,2482,100,0,1,TRUE,TRUE,-1,60,FALSE,TRUE
"3566",2020-04-29,"Marion",28,0,NA,NA,28,476,504,1,0,1,FALSE,TRUE,0,5,FALSE,TRUE
"3567",2020-04-29,"Marshall",22,0,NA,NA,22,501,523,4,0,1,FALSE,TRUE,0,9,FALSE,TRUE
"3568",2020-04-29,"Maury",42,2,NA,NA,42,1421,1463,29,0,0,FALSE,TRUE,2,9,FALSE,TRUE
"3569",2020-04-29,"McMinn",89,19,NA,NA,89,1135,1224,74,1,1,TRUE,TRUE,17,83,TRUE,TRUE
"3570",2020-04-29,"McNairy",11,0,NA,NA,11,274,285,1,0,0,FALSE,TRUE,0,2,FALSE,TRUE
"3571",2020-04-29,"Meigs",8,2,NA,NA,8,142,150,9,0,0,FALSE,TRUE,2,5,FALSE,TRUE
"3572",2020-04-29,"Monroe",16,2,NA,NA,16,384,400,14,0,1,FALSE,TRUE,2,5,FALSE,TRUE
"3573",2020-04-29,"Montgomery",141,2,NA,NA,141,2743,2884,72,0,2,TRUE,TRUE,1,72,TRUE,TRUE
"3574",2020-04-29,"Moore",3,0,NA,NA,3,135,138,1,0,0,FALSE,TRUE,0,2,FALSE,FALSE
"3575",2020-04-29,"Morgan",6,0,NA,NA,6,259,265,22,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3576",2020-04-29,"Obion",12,0,NA,NA,12,357,369,14,0,1,TRUE,TRUE,-2,5,FALSE,TRUE
"3577",2020-04-29,"Out of State",234,-17,NA,NA,234,27562,27796,652,1,3,FALSE,TRUE,-18,105,TRUE,TRUE
"3578",2020-04-29,"Overton",8,0,NA,NA,8,550,558,7,0,0,TRUE,TRUE,-1,2,FALSE,TRUE
"3579",2020-04-29,"Pending",42,7,NA,NA,42,19031,19073,559,0,0,FALSE,FALSE,7,42,TRUE,TRUE
"3580",2020-04-29,"Perry",8,0,NA,NA,8,67,75,0,0,0,FALSE,TRUE,0,4,FALSE,FALSE
"3581",2020-04-29,"Pickett",0,0,NA,NA,0,164,164,0,0,0,FALSE,FALSE,0,0,FALSE,FALSE
"3582",2020-04-29,"Polk",7,-1,NA,NA,7,139,146,5,0,0,FALSE,TRUE,-1,2,FALSE,TRUE
"3583",2020-04-29,"Putnam",119,4,NA,NA,119,1677,1796,84,0,5,TRUE,TRUE,0,33,TRUE,TRUE
"3584",2020-04-29,"Rhea",4,1,NA,NA,4,415,419,9,0,0,TRUE,TRUE,0,0,FALSE,FALSE
"3585",2020-04-29,"Roane",7,0,NA,NA,7,1407,1414,82,0,0,FALSE,TRUE,0,0,FALSE,TRUE
"3586",2020-04-29,"Robertson",139,0,NA,NA,139,1376,1515,25,0,0,TRUE,TRUE,-1,47,FALSE,TRUE
"3587",2020-04-29,"Rutherford",448,14,NA,NA,448,4236,4684,167,1,11,TRUE,TRUE,3,239,TRUE,TRUE
"3588",2020-04-29,"Scott",11,0,NA,NA,11,237,248,6,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3589",2020-04-29,"Sequatchie",5,0,NA,NA,5,355,360,4,0,0,FALSE,TRUE,0,2,FALSE,TRUE
"3590",2020-04-29,"Sevier",48,2,NA,NA,48,1509,1557,49,0,1,FALSE,TRUE,2,19,FALSE,TRUE
"3591",2020-04-29,"Shelby",2432,56,NA,NA,2432,18381,20813,882,0,44,TRUE,TRUE,-13,1148,TRUE,TRUE
"3592",2020-04-29,"Smith",20,0,NA,NA,20,416,436,49,0,1,TRUE,TRUE,-1,10,FALSE,TRUE
"3593",2020-04-29,"Stewart",7,0,NA,NA,7,163,170,2,0,0,FALSE,TRUE,0,5,FALSE,FALSE
"3594",2020-04-29,"Sullivan",48,1,NA,NA,48,1234,1282,67,0,1,TRUE,TRUE,0,4,FALSE,TRUE
"3595",2020-04-29,"Sumner",619,11,NA,NA,619,3172,3791,46,2,37,TRUE,TRUE,8,261,TRUE,TRUE
"3596",2020-04-29,"Tipton",98,2,NA,NA,98,1246,1344,30,0,0,TRUE,TRUE,-1,49,TRUE,TRUE
"3597",2020-04-29,"Trousdale",122,72,NA,NA,122,339,461,132,0,1,TRUE,TRUE,70,110,FALSE,TRUE
"3598",2020-04-29,"Unicoi",1,0,NA,NA,1,142,143,0,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3599",2020-04-29,"Union",3,0,NA,NA,3,237,240,10,0,0,FALSE,TRUE,0,1,FALSE,FALSE
"3600",2020-04-29,"Van Buren",2,0,NA,NA,2,182,184,0,0,0,FALSE,FALSE,0,2,FALSE,FALSE
"3601",2020-04-29,"Warren",7,0,NA,NA,7,649,656,8,0,0,FALSE,TRUE,0,3,FALSE,FALSE
"3602",2020-04-29,"Washington",54,0,NA,NA,54,1572,1626,17,0,0,FALSE,TRUE,0,8,FALSE,TRUE
"3603",2020-04-29,"Wayne",4,0,NA,NA,4,250,254,7,0,0,FALSE,TRUE,0,2,FALSE,TRUE
"3604",2020-04-29,"Weakley",21,3,NA,NA,21,498,519,19,0,0,TRUE,TRUE,2,12,TRUE,TRUE
"3605",2020-04-29,"White",6,1,NA,NA,6,519,525,10,0,0,FALSE,TRUE,1,2,FALSE,TRUE
"3606",2020-04-29,"Williamson",408,9,NA,NA,408,4680,5088,270,1,9,TRUE,TRUE,4,126,TRUE,TRUE
"3607",2020-04-29,"Wilson",250,1,NA,NA,250,2407,2657,58,1,4,TRUE,TRUE,-3,108,TRUE,TRUE
"3608",2020-04-30,"Anderson",28,1,NA,NA,28,1986,2014,308,0,1,FALSE,TRUE,1,6,FALSE,TRUE
"3609",2020-04-30,"Bedford",173,4,NA,NA,173,1262,1435,106,0,2,TRUE,TRUE,-4,135,TRUE,TRUE
"3610",2020-04-30,"Benton",6,0,NA,NA,6,197,203,17,0,1,FALSE,TRUE,0,1,FALSE,TRUE
"3611",2020-04-30,"Bledsoe",594,2,NA,NA,594,2939,3533,114,0,0,FALSE,TRUE,2,585,FALSE,TRUE
"3612",2020-04-30,"Blount",56,1,NA,NA,56,1162,1218,21,0,3,TRUE,TRUE,0,9,FALSE,TRUE
"3613",2020-04-30,"Bradley",49,1,NA,NA,49,808,857,58,0,1,TRUE,TRUE,0,10,FALSE,TRUE
"3614",2020-04-30,"Campbell",15,1,NA,NA,15,401,416,16,0,1,TRUE,TRUE,0,1,FALSE,TRUE
"3615",2020-04-30,"Cannon",12,1,NA,NA,12,254,266,12,0,0,TRUE,TRUE,0,5,FALSE,TRUE
"3616",2020-04-30,"Carroll",18,0,NA,NA,18,454,472,25,0,1,FALSE,TRUE,0,5,FALSE,TRUE
"3617",2020-04-30,"Carter",12,0,NA,NA,12,476,488,39,0,1,FALSE,TRUE,0,5,FALSE,TRUE
"3618",2020-04-30,"Cheatham",46,4,NA,NA,46,851,897,75,0,0,TRUE,TRUE,3,21,TRUE,TRUE
"3619",2020-04-30,"Chester",10,0,NA,NA,10,262,272,8,0,0,FALSE,TRUE,0,5,FALSE,TRUE
"3620",2020-04-30,"Claiborne",5,0,NA,NA,5,248,253,8,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3621",2020-04-30,"Clay",5,0,NA,NA,5,223,228,2,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3622",2020-04-30,"Cocke",16,0,NA,NA,16,402,418,14,0,0,FALSE,TRUE,0,2,FALSE,TRUE
"3623",2020-04-30,"Coffee",36,1,NA,NA,36,1030,1066,52,0,0,TRUE,TRUE,-1,20,FALSE,TRUE
"3624",2020-04-30,"Crockett",7,0,NA,NA,7,288,295,9,0,0,FALSE,TRUE,0,6,FALSE,TRUE
"3625",2020-04-30,"Cumberland",74,0,NA,NA,74,1541,1615,36,0,1,TRUE,TRUE,-1,29,FALSE,TRUE
"3626",2020-04-30,"Davidson",2612,158,NA,NA,2612,14803,17415,951,3,28,TRUE,TRUE,93,1304,TRUE,TRUE
"3627",2020-04-30,"Decatur",4,0,NA,NA,4,158,162,14,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3628",2020-04-30,"Dekalb",15,1,NA,NA,15,564,579,10,0,0,FALSE,TRUE,1,6,FALSE,FALSE
"3629",2020-04-30,"Dickson",72,0,NA,NA,72,1023,1095,87,0,0,FALSE,TRUE,0,33,FALSE,TRUE
"3630",2020-04-30,"Dyer",34,0,NA,NA,34,608,642,37,0,0,TRUE,TRUE,-1,16,FALSE,TRUE
"3631",2020-04-30,"Fayette",56,3,NA,NA,56,979,1035,31,0,1,FALSE,TRUE,3,17,FALSE,TRUE
"3632",2020-04-30,"Fentress",4,0,NA,NA,4,215,219,3,0,0,TRUE,TRUE,-1,2,FALSE,FALSE
"3633",2020-04-30,"Franklin",36,2,NA,NA,36,1039,1075,128,0,1,TRUE,TRUE,1,9,FALSE,TRUE
"3634",2020-04-30,"Gibson",43,-1,NA,NA,43,1115,1158,82,0,1,FALSE,TRUE,-1,21,FALSE,TRUE
"3635",2020-04-30,"Giles",8,1,NA,NA,8,401,409,33,0,0,FALSE,TRUE,1,5,FALSE,FALSE
"3636",2020-04-30,"Grainger",5,0,NA,NA,5,277,282,6,0,0,FALSE,TRUE,0,1,FALSE,TRUE
"3637",2020-04-30,"Greene",44,1,NA,NA,44,771,815,35,0,2,FALSE,TRUE,1,14,FALSE,TRUE
"3638",2020-04-30,"Grundy",28,0,NA,NA,28,305,333,16,0,1,FALSE,TRUE,0,5,FALSE,TRUE
"3639",2020-04-30,"Hamblen",18,1,NA,NA,18,851,869,36,0,2,TRUE,TRUE,0,5,FALSE,TRUE
"3640",2020-04-30,"Hamilton",156,4,NA,NA,156,2394,2550,418,0,13,FALSE,TRUE,4,55,TRUE,TRUE
"3641",2020-04-30,"Hancock",0,0,NA,NA,0,51,51,11,0,0,FALSE,FALSE,0,0,FALSE,FALSE
"3642",2020-04-30,"Hardeman",14,3,NA,NA,14,345,359,12,0,0,TRUE,TRUE,2,6,FALSE,TRUE
"3643",2020-04-30,"Hardin",5,0,NA,NA,5,822,827,19,0,0,FALSE,TRUE,0,2,FALSE,FALSE
"3644",2020-04-30,"Hawkins",30,0,NA,NA,30,784,814,69,0,2,FALSE,TRUE,0,2,FALSE,TRUE
"3645",2020-04-30,"Haywood",20,1,NA,NA,20,330,350,30,0,1,FALSE,TRUE,1,8,FALSE,TRUE
"3646",2020-04-30,"Henderson",7,1,NA,NA,7,537,544,32,0,0,TRUE,TRUE,0,3,FALSE,FALSE
"3647",2020-04-30,"Henry",13,2,NA,NA,13,588,601,38,0,0,TRUE,TRUE,1,5,FALSE,TRUE
"3648",2020-04-30,"Hickman",44,1,NA,NA,44,491,535,39,0,0,FALSE,TRUE,1,42,FALSE,TRUE
"3649",2020-04-30,"Houston",5,0,NA,NA,5,170,175,6,0,0,FALSE,TRUE,0,1,FALSE,TRUE
"3650",2020-04-30,"Humphreys",10,0,NA,NA,10,266,276,17,0,1,FALSE,TRUE,0,3,FALSE,FALSE
"3651",2020-04-30,"Jackson",7,0,NA,NA,7,333,340,2,0,0,FALSE,TRUE,0,1,FALSE,FALSE
"3652",2020-04-30,"Jefferson",19,1,NA,NA,19,803,822,12,0,0,FALSE,TRUE,1,4,FALSE,FALSE
"3653",2020-04-30,"Johnson",3,0,NA,NA,3,73,76,1,0,0,FALSE,TRUE,0,1,FALSE,FALSE
"3654",2020-04-30,"Knox",228,7,NA,NA,228,6666,6894,285,0,5,TRUE,TRUE,5,24,FALSE,TRUE
"3655",2020-04-30,"Lake",55,2,NA,NA,55,1047,1102,7,0,0,TRUE,TRUE,-28,25,FALSE,FALSE
"3656",2020-04-30,"Lauderdale",21,2,NA,NA,21,335,356,25,0,0,TRUE,TRUE,0,14,FALSE,TRUE
"3657",2020-04-30,"Lawrence",17,0,NA,NA,17,802,819,56,0,0,FALSE,TRUE,0,1,FALSE,TRUE
"3658",2020-04-30,"Lewis",2,0,NA,NA,2,101,103,9,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3659",2020-04-30,"Lincoln",13,0,NA,NA,13,490,503,55,0,0,FALSE,TRUE,0,5,FALSE,TRUE
"3660",2020-04-30,"Loudon",33,1,NA,NA,33,566,599,37,0,0,FALSE,TRUE,1,11,FALSE,TRUE
"3661",2020-04-30,"Macon",40,1,NA,NA,40,672,712,5,0,3,TRUE,TRUE,0,17,FALSE,TRUE
"3662",2020-04-30,"Madison",135,4,NA,NA,135,2471,2606,124,0,1,TRUE,TRUE,3,63,FALSE,TRUE
"3663",2020-04-30,"Marion",29,1,NA,NA,29,514,543,39,0,1,FALSE,TRUE,1,6,FALSE,TRUE
"3664",2020-04-30,"Marshall",22,0,NA,NA,22,539,561,38,0,1,FALSE,TRUE,0,9,FALSE,TRUE
"3665",2020-04-30,"Maury",42,0,NA,NA,42,1489,1531,68,0,0,FALSE,TRUE,0,9,TRUE,TRUE
"3666",2020-04-30,"McMinn",92,3,NA,NA,92,1270,1362,138,0,1,FALSE,TRUE,3,86,FALSE,TRUE
"3667",2020-04-30,"McNairy",11,0,NA,NA,11,295,306,21,0,0,FALSE,TRUE,0,2,FALSE,TRUE
"3668",2020-04-30,"Meigs",8,0,NA,NA,8,157,165,15,0,0,FALSE,TRUE,0,5,FALSE,TRUE
"3669",2020-04-30,"Monroe",20,4,NA,NA,20,409,429,29,0,1,FALSE,TRUE,4,9,FALSE,TRUE
"3670",2020-04-30,"Montgomery",146,5,NA,NA,146,2970,3116,232,0,2,TRUE,TRUE,1,73,FALSE,TRUE
"3671",2020-04-30,"Moore",3,0,NA,NA,3,147,150,12,0,0,FALSE,TRUE,0,2,FALSE,FALSE
"3672",2020-04-30,"Morgan",6,0,NA,NA,6,272,278,13,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3673",2020-04-30,"Obion",13,1,NA,NA,13,374,387,18,0,1,FALSE,TRUE,1,6,FALSE,TRUE
"3674",2020-04-30,"Out of State",254,20,NA,NA,254,28747,29001,1205,-2,1,TRUE,TRUE,17,122,FALSE,TRUE
"3675",2020-04-30,"Overton",8,0,NA,NA,8,564,572,14,0,0,FALSE,TRUE,0,2,FALSE,TRUE
"3676",2020-04-30,"Pending",33,-9,NA,NA,33,19813,19846,773,0,0,FALSE,FALSE,-9,33,TRUE,FALSE
"3677",2020-04-30,"Perry",9,1,NA,NA,9,74,83,8,0,0,FALSE,TRUE,1,5,FALSE,FALSE
"3678",2020-04-30,"Pickett",0,0,NA,NA,0,168,168,4,0,0,FALSE,FALSE,0,0,FALSE,FALSE
"3679",2020-04-30,"Polk",8,1,NA,NA,8,159,167,21,0,0,FALSE,TRUE,1,3,FALSE,TRUE
"3680",2020-04-30,"Putnam",121,2,NA,NA,121,1766,1887,91,0,5,TRUE,TRUE,1,34,FALSE,TRUE
"3681",2020-04-30,"Rhea",5,1,NA,NA,5,489,494,75,0,0,FALSE,TRUE,1,1,FALSE,FALSE
"3682",2020-04-30,"Roane",7,0,NA,NA,7,1471,1478,64,0,0,FALSE,TRUE,0,0,FALSE,TRUE
"3683",2020-04-30,"Robertson",148,9,NA,NA,148,1456,1604,89,0,0,TRUE,TRUE,4,51,TRUE,TRUE
"3684",2020-04-30,"Rutherford",474,26,NA,NA,474,4446,4920,236,0,11,TRUE,TRUE,25,264,TRUE,TRUE
"3685",2020-04-30,"Scott",11,0,NA,NA,11,239,250,2,0,0,FALSE,TRUE,0,0,FALSE,FALSE
"3686",2020-04-30,"Sequatchie",5,0,NA,NA,5,429,434,74,0,0,FALSE,TRUE,0,2,FALSE,TRUE
