"","DATE","COUNTY","TOTAL_CASES","NEW_CASES","TOTAL_CONFIRMED","NEW_CONFIRMED","POS_TESTS","NEG_TESTS","TOTAL_TESTS","NEW_TESTS","NEW_DEATHS","TOTAL_DEATHS","NEW_RECOVERED","TOTAL_RECOVERED","NEW_ACTIVE","TOTAL_ACTIVE","NEW_HOSPITALIZED","TOTAL_HOSPITALIZED"
"976",2020-04-02,"Sumner",268,67,NA,NA,268,913,1181,237,0,7,NA,NA,67,261,NA,NA
"977",2020-04-02,"Tipton",24,2,NA,NA,24,196,220,50,0,0,NA,NA,2,24,NA,NA
"978",2020-04-02,"Trousdale",6,1,NA,NA,6,33,39,12,0,1,NA,NA,1,5,NA,NA
"979",2020-04-02,"Unicoi",1,0,NA,NA,1,30,31,8,0,0,NA,NA,0,1,NA,NA
"980",2020-04-02,"Union",1,0,NA,NA,1,26,27,4,0,0,NA,NA,0,1,NA,NA
"981",2020-04-02,"Van Buren",0,0,NA,NA,0,20,20,3,0,0,NA,NA,0,0,NA,NA
"982",2020-04-02,"Warren",1,0,NA,NA,1,93,94,19,0,0,NA,NA,0,1,NA,NA
"983",2020-04-02,"Washington",20,-1,NA,NA,20,293,313,57,0,0,NA,NA,-1,20,NA,NA
"984",2020-04-02,"Wayne",2,1,NA,NA,2,31,33,11,0,0,NA,NA,1,2,NA,NA
"985",2020-04-02,"Weakley",1,0,NA,NA,1,68,69,9,0,0,NA,NA,0,1,NA,NA
"986",2020-04-02,"White",2,0,NA,NA,2,77,79,13,0,0,NA,NA,0,2,NA,NA
"987",2020-04-02,"Williamson",199,51,NA,NA,199,1434,1633,291,1,3,NA,NA,50,196,NA,NA
"988",2020-04-02,"Wilson",62,17,NA,NA,62,756,818,235,0,0,NA,NA,17,62,NA,NA
"989",2020-04-03,"Anderson",10,0,NA,NA,10,180,190,16,0,0,NA,NA,0,10,NA,NA
"990",2020-04-03,"Bedford",6,0,NA,NA,6,119,125,9,0,0,NA,NA,0,6,NA,NA
"991",2020-04-03,"Benton",4,0,NA,NA,4,38,42,2,0,0,NA,NA,0,4,NA,NA
"992",2020-04-03,"Bledsoe",2,0,NA,NA,2,22,24,7,0,0,NA,NA,0,2,NA,NA
"993",2020-04-03,"Blount",33,1,NA,NA,33,169,202,22,0,0,NA,NA,1,33,NA,NA
"994",2020-04-03,"Bradley",21,3,NA,NA,21,191,212,23,0,0,NA,NA,3,21,NA,NA
"995",2020-04-03,"Campbell",4,0,NA,NA,4,73,77,7,0,0,NA,NA,0,4,NA,NA
"996",2020-04-03,"Cannon",4,0,NA,NA,4,64,68,5,0,0,NA,NA,0,4,NA,NA
"997",2020-04-03,"Carroll",6,1,NA,NA,6,105,111,15,0,0,NA,NA,1,6,NA,NA
"998",2020-04-03,"Carter",3,2,NA,NA,3,69,72,3,0,0,NA,NA,2,3,NA,NA
"999",2020-04-03,"Cheatham",11,0,NA,NA,11,217,228,21,0,0,NA,NA,0,11,NA,NA
"1000",2020-04-03,"Chester",5,2,NA,NA,5,53,58,6,0,0,NA,NA,2,5,NA,NA
"1001",2020-04-03,"Claiborne",2,0,NA,NA,2,45,47,6,0,0,NA,NA,0,2,NA,NA
"1002",2020-04-03,"Clay",1,0,NA,NA,1,47,48,19,0,0,NA,NA,0,1,NA,NA
"1003",2020-04-03,"Cocke",1,0,NA,NA,1,57,58,4,0,0,NA,NA,0,1,NA,NA
"1004",2020-04-03,"Coffee",3,0,NA,NA,3,167,170,32,0,0,NA,NA,0,3,NA,NA
"1005",2020-04-03,"Crockett",0,0,NA,NA,0,32,32,3,0,0,NA,NA,0,0,NA,NA
"1006",2020-04-03,"Cumberland",22,6,NA,NA,22,347,369,57,0,0,NA,NA,6,22,NA,NA
"1007",2020-04-03,"Davidson",685,68,NA,NA,685,5113,5798,368,0,6,NA,NA,68,679,NA,NA
"1008",2020-04-03,"Decatur",0,0,NA,NA,0,39,39,1,0,0,NA,NA,0,0,NA,NA
"1009",2020-04-03,"Dekalb",5,0,NA,NA,5,85,90,10,0,0,NA,NA,0,5,NA,NA
"1010",2020-04-03,"Dickson",21,1,NA,NA,21,158,179,12,0,0,NA,NA,1,21,NA,NA
"1011",2020-04-03,"Dyer",5,0,NA,NA,5,90,95,8,0,0,NA,NA,0,5,NA,NA
"1012",2020-04-03,"Fayette",17,3,NA,NA,17,155,172,10,0,0,NA,NA,3,17,NA,NA
"1013",2020-04-03,"Fentress",1,0,NA,NA,1,54,55,2,0,0,NA,NA,0,1,NA,NA
"1014",2020-04-03,"Franklin",12,4,NA,NA,12,106,118,13,1,1,NA,NA,4,12,NA,NA
"1015",2020-04-03,"Gibson",7,1,NA,NA,7,150,157,8,0,0,NA,NA,1,7,NA,NA
"1016",2020-04-03,"Giles",3,0,NA,NA,3,80,83,4,0,0,NA,NA,0,3,NA,NA
"1017",2020-04-03,"Grainger",3,0,NA,NA,3,44,47,3,0,0,NA,NA,0,3,NA,NA
"1018",2020-04-03,"Greene",16,0,NA,NA,16,89,105,2,0,1,NA,NA,0,15,NA,NA
"1019",2020-04-03,"Grundy",11,3,NA,NA,11,37,48,5,0,0,NA,NA,3,11,NA,NA
"1020",2020-04-03,"Hamblen",3,0,NA,NA,3,95,98,5,0,0,NA,NA,0,3,NA,NA
"1021",2020-04-03,"Hamilton",67,6,NA,NA,67,718,785,53,0,3,NA,NA,6,64,NA,NA
"1022",2020-04-03,"Hancock",0,0,NA,NA,0,7,7,1,0,0,NA,NA,0,0,NA,NA
"1023",2020-04-03,"Hardeman",5,1,NA,NA,5,58,63,4,0,0,NA,NA,1,5,NA,NA
"1024",2020-04-03,"Hardin",2,0,NA,NA,2,120,122,5,0,0,NA,NA,0,2,NA,NA
"1025",2020-04-03,"Hawkins",8,1,NA,NA,8,72,80,2,1,1,NA,NA,1,8,NA,NA
"1026",2020-04-03,"Haywood",2,0,NA,NA,2,45,47,4,0,0,NA,NA,0,2,NA,NA
"1027",2020-04-03,"Henderson",0,0,NA,NA,0,90,90,4,0,0,NA,NA,0,0,NA,NA
"1028",2020-04-03,"Henry",4,0,NA,NA,4,89,93,10,0,0,NA,NA,0,4,NA,NA
"1029",2020-04-03,"Hickman",1,0,NA,NA,1,73,74,6,0,0,NA,NA,0,1,NA,NA
"1030",2020-04-03,"Houston",1,0,NA,NA,1,83,84,6,0,0,NA,NA,0,1,NA,NA
"1031",2020-04-03,"Humphreys",3,1,NA,NA,3,47,50,9,0,0,NA,NA,1,3,NA,NA
"1032",2020-04-03,"Jackson",3,1,NA,NA,3,42,45,14,0,0,NA,NA,1,3,NA,NA
"1033",2020-04-03,"Jefferson",6,0,NA,NA,6,99,105,12,0,0,NA,NA,0,6,NA,NA
"1034",2020-04-03,"Johnson",2,0,NA,NA,2,10,12,3,0,0,NA,NA,0,2,NA,NA
"1035",2020-04-03,"Knox",98,6,NA,NA,98,966,1064,87,0,1,NA,NA,6,97,NA,NA
"1036",2020-04-03,"Lake",0,0,NA,NA,0,16,16,0,0,0,NA,NA,0,0,NA,NA
"1037",2020-04-03,"Lauderdale",2,0,NA,NA,2,45,47,2,0,0,NA,NA,0,2,NA,NA
"1038",2020-04-03,"Lawrence",3,1,NA,NA,3,140,143,12,0,0,NA,NA,1,3,NA,NA
"1039",2020-04-03,"Lewis",2,0,NA,NA,2,21,23,3,0,0,NA,NA,0,2,NA,NA
"1040",2020-04-03,"Lincoln",4,2,NA,NA,4,55,59,3,0,0,NA,NA,2,4,NA,NA
"1041",2020-04-03,"Loudon",12,3,NA,NA,12,134,146,18,0,0,NA,NA,3,12,NA,NA
"1042",2020-04-03,"Macon",7,2,NA,NA,7,145,152,51,0,0,NA,NA,2,7,NA,NA
"1043",2020-04-03,"Madison",17,4,NA,NA,17,227,244,19,0,0,NA,NA,4,17,NA,NA
"1044",2020-04-03,"Marion",14,1,NA,NA,14,51,65,4,0,1,NA,NA,1,13,NA,NA
"1045",2020-04-03,"Marshall",4,2,NA,NA,4,126,130,9,0,0,NA,NA,2,4,NA,NA
"1046",2020-04-03,"Maury",20,2,NA,NA,20,442,462,35,0,0,NA,NA,2,20,NA,NA
"1047",2020-04-03,"McMinn",3,0,NA,NA,3,176,179,25,0,0,NA,NA,0,3,NA,NA
"1048",2020-04-03,"McNairy",3,0,NA,NA,3,67,70,7,0,0,NA,NA,0,3,NA,NA
"1049",2020-04-03,"Meigs",2,0,NA,NA,2,45,47,2,0,0,NA,NA,0,2,NA,NA
"1050",2020-04-03,"Monroe",5,0,NA,NA,5,107,112,8,0,0,NA,NA,0,5,NA,NA
"1051",2020-04-03,"Montgomery",41,4,NA,NA,41,584,625,47,0,0,NA,NA,4,41,NA,NA
"1052",2020-04-03,"Moore",0,0,NA,NA,0,16,16,1,0,0,NA,NA,0,0,NA,NA
"1053",2020-04-03,"Morgan",2,1,NA,NA,2,35,37,7,0,0,NA,NA,1,2,NA,NA
"1054",2020-04-03,"Obion",2,0,NA,NA,2,75,77,3,0,1,NA,NA,0,1,NA,NA
"1055",2020-04-03,"Out of State",187,-25,NA,NA,187,5458,5645,461,0,1,NA,NA,-25,186,NA,NA
"1056",2020-04-03,"Overton",2,0,NA,NA,2,101,103,19,0,0,NA,NA,0,2,NA,NA
"1057",2020-04-03,"Pending",54,-49,NA,NA,54,5782,5836,778,0,0,NA,NA,-49,54,NA,NA
"1058",2020-04-03,"Perry",2,0,NA,NA,2,26,28,0,0,0,NA,NA,0,2,NA,NA
"1059",2020-04-03,"Pickett",0,0,NA,NA,0,13,13,1,0,0,NA,NA,0,0,NA,NA
"1060",2020-04-03,"Polk",2,1,NA,NA,2,21,23,3,0,0,NA,NA,1,2,NA,NA
"1061",2020-04-03,"Putnam",50,13,NA,NA,50,349,399,31,0,0,NA,NA,13,50,NA,NA
"1062",2020-04-03,"Rhea",0,0,NA,NA,0,100,100,23,0,0,NA,NA,0,0,NA,NA
"1063",2020-04-03,"Roane",3,0,NA,NA,3,147,150,19,0,0,NA,NA,0,3,NA,NA
"1064",2020-04-03,"Robertson",51,10,NA,NA,51,356,407,19,0,0,NA,NA,10,51,NA,NA
"1065",2020-04-03,"Rutherford",127,14,NA,NA,127,1177,1304,71,2,3,NA,NA,14,126,NA,NA
"1066",2020-04-03,"Scott",3,0,NA,NA,3,60,63,5,0,0,NA,NA,0,3,NA,NA
"1067",2020-04-03,"Sequatchie",2,0,NA,NA,2,27,29,4,0,0,NA,NA,0,2,NA,NA
"1068",2020-04-03,"Sevier",13,3,NA,NA,13,259,272,28,0,0,NA,NA,3,13,NA,NA
"1069",2020-04-03,"Shelby",640,70,NA,NA,640,2951,3591,192,1,6,NA,NA,70,635,NA,NA
"1070",2020-04-03,"Smith",3,0,NA,NA,3,97,100,6,0,0,NA,NA,0,3,NA,NA
"1071",2020-04-03,"Stewart",0,0,NA,NA,0,48,48,1,0,0,NA,NA,0,0,NA,NA
"1072",2020-04-03,"Sullivan",18,1,NA,NA,18,188,206,6,0,1,NA,NA,1,17,NA,NA
"1073",2020-04-03,"Sumner",283,15,NA,NA,283,982,1265,84,1,8,NA,NA,15,276,NA,NA
"1074",2020-04-03,"Tipton",28,4,NA,NA,28,204,232,12,0,0,NA,NA,4,28,NA,NA
"1075",2020-04-03,"Trousdale",7,1,NA,NA,7,35,42,3,0,1,NA,NA,1,6,NA,NA
"1076",2020-04-03,"Unicoi",1,0,NA,NA,1,30,31,0,0,0,NA,NA,0,1,NA,NA
"1077",2020-04-03,"Union",1,0,NA,NA,1,30,31,4,0,0,NA,NA,0,1,NA,NA
"1078",2020-04-03,"Van Buren",0,0,NA,NA,0,21,21,1,0,0,NA,NA,0,0,NA,NA
"1079",2020-04-03,"Warren",1,0,NA,NA,1,112,113,19,0,0,NA,NA,0,1,NA,NA
"1080",2020-04-03,"Washington",20,0,NA,NA,20,300,320,7,0,0,NA,NA,0,20,NA,NA
"1081",2020-04-03,"Wayne",2,0,NA,NA,2,34,36,3,0,0,NA,NA,0,2,NA,NA
"1082",2020-04-03,"Weakley",1,0,NA,NA,1,72,73,4,0,0,NA,NA,0,1,NA,NA
"1083",2020-04-03,"White",2,0,NA,NA,2,102,104,25,0,0,NA,NA,0,2,NA,NA
"1084",2020-04-03,"Williamson",221,22,NA,NA,221,1568,1789,156,-1,2,NA,NA,22,218,NA,NA
"1085",2020-04-03,"Wilson",71,9,NA,NA,71,806,877,59,0,0,NA,NA,9,71,NA,NA
"1086",2020-04-04,"Anderson",10,0,NA,NA,10,203,213,23,0,0,NA,NA,0,10,NA,NA
"1087",2020-04-04,"Bedford",8,2,NA,NA,8,120,128,3,0,0,NA,NA,2,8,NA,NA
"1088",2020-04-04,"Benton",4,0,NA,NA,4,47,51,9,0,0,NA,NA,0,4,NA,NA
"1089",2020-04-04,"Bledsoe",2,0,NA,NA,2,22,24,0,0,0,NA,NA,0,2,NA,NA
"1090",2020-04-04,"Blount",34,1,NA,NA,34,259,293,91,0,0,NA,NA,1,34,NA,NA
"1091",2020-04-04,"Bradley",21,0,NA,NA,21,207,228,16,0,0,NA,NA,0,21,NA,NA
"1092",2020-04-04,"Campbell",5,1,NA,NA,5,78,83,6,0,0,NA,NA,1,5,NA,NA
"1093",2020-04-04,"Cannon",4,0,NA,NA,4,67,71,3,0,0,NA,NA,0,4,NA,NA
"1094",2020-04-04,"Carroll",6,0,NA,NA,6,114,120,9,0,0,NA,NA,0,6,NA,NA
"1095",2020-04-04,"Carter",3,0,NA,NA,3,74,77,5,0,0,NA,NA,0,3,NA,NA
"1096",2020-04-04,"Cheatham",12,1,NA,NA,12,239,251,23,0,0,NA,NA,1,12,NA,NA
"1097",2020-04-04,"Chester",6,1,NA,NA,6,58,64,6,0,0,NA,NA,1,6,NA,NA
"1098",2020-04-04,"Claiborne",2,0,NA,NA,2,53,55,8,0,0,NA,NA,0,2,NA,NA
"1099",2020-04-04,"Clay",1,0,NA,NA,1,47,48,0,0,0,NA,NA,0,1,NA,NA
"1100",2020-04-04,"Cocke",1,0,NA,NA,1,62,63,5,0,0,NA,NA,0,1,NA,NA
"1101",2020-04-04,"Coffee",4,1,NA,NA,4,189,193,23,0,0,NA,NA,1,4,NA,NA
"1102",2020-04-04,"Crockett",0,0,NA,NA,0,35,35,3,0,0,NA,NA,0,0,NA,NA
"1103",2020-04-04,"Cumberland",23,1,NA,NA,23,372,395,26,0,0,NA,NA,-5,17,NA,NA
"1104",2020-04-04,"Davidson",741,56,NA,NA,741,5445,6186,388,0,6,NA,NA,62,741,NA,NA
"1105",2020-04-04,"Decatur",0,0,NA,NA,0,47,47,8,0,0,NA,NA,0,0,NA,NA
"1106",2020-04-04,"Dekalb",5,0,NA,NA,5,92,97,7,0,0,NA,NA,0,5,NA,NA
"1107",2020-04-04,"Dickson",22,1,NA,NA,22,173,195,16,0,0,NA,NA,1,22,NA,NA
"1108",2020-04-04,"Dyer",7,2,NA,NA,7,104,111,16,0,0,NA,NA,2,7,NA,NA
"1109",2020-04-04,"Fayette",18,1,NA,NA,18,172,190,18,0,0,NA,NA,1,18,NA,NA
"1110",2020-04-04,"Fentress",1,0,NA,NA,1,62,63,8,0,0,NA,NA,-1,0,NA,NA
"1111",2020-04-04,"Franklin",12,0,NA,NA,12,113,125,7,0,1,NA,NA,0,12,NA,NA
"1112",2020-04-04,"Gibson",8,1,NA,NA,8,178,186,29,0,0,NA,NA,1,8,NA,NA
"1113",2020-04-04,"Giles",3,0,NA,NA,3,82,85,2,0,0,NA,NA,0,3,NA,NA
"1114",2020-04-04,"Grainger",3,0,NA,NA,3,45,48,1,0,0,NA,NA,-1,2,NA,NA
"1115",2020-04-04,"Greene",16,0,NA,NA,16,90,106,1,0,1,NA,NA,1,16,NA,NA
"1116",2020-04-04,"Grundy",12,1,NA,NA,12,43,55,7,0,0,NA,NA,1,12,NA,NA
"1117",2020-04-04,"Hamblen",4,1,NA,NA,4,107,111,13,0,0,NA,NA,-3,0,NA,NA
"1118",2020-04-04,"Hamilton",70,3,NA,NA,70,804,874,89,1,4,NA,NA,6,70,NA,NA
"1119",2020-04-04,"Hancock",0,0,NA,NA,0,9,9,2,0,0,NA,NA,0,0,NA,NA
"1120",2020-04-04,"Hardeman",6,1,NA,NA,6,84,90,27,0,0,NA,NA,1,6,NA,NA
"1121",2020-04-04,"Hardin",2,0,NA,NA,2,145,147,25,0,0,NA,NA,-1,1,NA,NA
"1122",2020-04-04,"Hawkins",9,1,NA,NA,9,73,82,2,0,1,NA,NA,1,9,NA,NA
"1123",2020-04-04,"Haywood",2,0,NA,NA,2,47,49,2,0,0,NA,NA,0,2,NA,NA
"1124",2020-04-04,"Henderson",0,0,NA,NA,0,98,98,8,0,0,NA,NA,0,0,NA,NA
"1125",2020-04-04,"Henry",4,0,NA,NA,4,94,98,5,0,0,NA,NA,0,4,NA,NA
"1126",2020-04-04,"Hickman",1,0,NA,NA,1,78,79,5,0,0,NA,NA,0,1,NA,NA
"1127",2020-04-04,"Houston",2,1,NA,NA,2,84,86,2,0,0,NA,NA,1,2,NA,NA
"1128",2020-04-04,"Humphreys",3,0,NA,NA,3,56,59,9,0,0,NA,NA,0,3,NA,NA
"1129",2020-04-04,"Jackson",3,0,NA,NA,3,43,46,1,0,0,NA,NA,0,3,NA,NA
"1130",2020-04-04,"Jefferson",6,0,NA,NA,6,108,114,9,0,0,NA,NA,0,6,NA,NA
"1131",2020-04-04,"Johnson",2,0,NA,NA,2,10,12,0,0,0,NA,NA,-1,1,NA,NA
"1132",2020-04-04,"Knox",99,1,NA,NA,99,1070,1169,105,0,1,NA,NA,2,99,NA,NA
"1133",2020-04-04,"Lake",0,0,NA,NA,0,18,18,2,0,0,NA,NA,0,0,NA,NA
"1134",2020-04-04,"Lauderdale",2,0,NA,NA,2,61,63,16,0,0,NA,NA,0,2,NA,NA
"1135",2020-04-04,"Lawrence",3,0,NA,NA,3,152,155,12,0,0,NA,NA,0,3,NA,NA
"1136",2020-04-04,"Lewis",2,0,NA,NA,2,21,23,0,0,0,NA,NA,0,2,NA,NA
"1137",2020-04-04,"Lincoln",5,1,NA,NA,5,64,69,10,0,0,NA,NA,1,5,NA,NA
"1138",2020-04-04,"Loudon",13,1,NA,NA,13,144,157,11,0,0,NA,NA,1,13,NA,NA
"1139",2020-04-04,"Macon",7,0,NA,NA,7,156,163,11,0,0,NA,NA,0,7,NA,NA
"1140",2020-04-04,"Madison",19,2,NA,NA,19,251,270,26,0,0,NA,NA,1,18,NA,NA
"1141",2020-04-04,"Marion",16,2,NA,NA,16,62,78,13,0,1,NA,NA,3,16,NA,NA
"1142",2020-04-04,"Marshall",4,0,NA,NA,4,133,137,7,0,0,NA,NA,0,4,NA,NA
"1143",2020-04-04,"Maury",21,1,NA,NA,21,467,488,26,0,0,NA,NA,1,21,NA,NA
"1144",2020-04-04,"McMinn",3,0,NA,NA,3,193,196,17,0,0,NA,NA,0,3,NA,NA
"1145",2020-04-04,"McNairy",3,0,NA,NA,3,75,78,8,0,0,NA,NA,0,3,NA,NA
"1146",2020-04-04,"Meigs",2,0,NA,NA,2,48,50,3,0,0,NA,NA,0,2,NA,NA
"1147",2020-04-04,"Monroe",6,1,NA,NA,6,117,123,11,0,0,NA,NA,0,5,NA,NA
"1148",2020-04-04,"Montgomery",46,5,NA,NA,46,648,694,69,1,1,NA,NA,5,46,NA,NA
"1149",2020-04-04,"Moore",0,0,NA,NA,0,16,16,0,0,0,NA,NA,0,0,NA,NA
"1150",2020-04-04,"Morgan",4,2,NA,NA,4,38,42,5,0,0,NA,NA,1,3,NA,NA
"1151",2020-04-04,"Obion",2,0,NA,NA,2,77,79,2,0,1,NA,NA,0,1,NA,NA
"1152",2020-04-04,"Out of State",218,31,NA,NA,218,6151,6369,724,0,1,NA,NA,32,218,NA,NA
"1153",2020-04-04,"Overton",2,0,NA,NA,2,106,108,5,0,0,NA,NA,0,2,NA,NA
"1154",2020-04-04,"Pending",63,9,NA,NA,63,6366,6429,593,0,0,NA,NA,9,63,NA,NA
"1155",2020-04-04,"Perry",3,1,NA,NA,3,26,29,1,0,0,NA,NA,1,3,NA,NA
"1156",2020-04-04,"Pickett",0,0,NA,NA,0,13,13,0,0,0,NA,NA,0,0,NA,NA
"1157",2020-04-04,"Polk",3,1,NA,NA,3,21,24,1,0,0,NA,NA,1,3,NA,NA
"1158",2020-04-04,"Putnam",52,2,NA,NA,52,362,414,15,0,0,NA,NA,2,52,NA,NA
"1159",2020-04-04,"Rhea",0,0,NA,NA,0,110,110,10,0,0,NA,NA,0,0,NA,NA
"1160",2020-04-04,"Roane",5,2,NA,NA,5,163,168,18,0,0,NA,NA,2,5,NA,NA
"1161",2020-04-04,"Robertson",51,0,NA,NA,51,389,440,33,0,0,NA,NA,-3,48,NA,NA
"1162",2020-04-04,"Rutherford",140,13,NA,NA,140,1252,1392,88,0,3,NA,NA,14,140,NA,NA
"1163",2020-04-04,"Scott",3,0,NA,NA,3,61,64,1,0,0,NA,NA,0,3,NA,NA
"1164",2020-04-04,"Sequatchie",2,0,NA,NA,2,30,32,3,0,0,NA,NA,0,2,NA,NA
"1165",2020-04-04,"Sevier",13,0,NA,NA,13,288,301,29,0,0,NA,NA,-8,5,NA,NA
"1166",2020-04-04,"Shelby",689,49,NA,NA,689,3176,3865,274,2,8,NA,NA,54,689,NA,NA
"1167",2020-04-04,"Smith",3,0,NA,NA,3,117,120,20,0,0,NA,NA,0,3,NA,NA
"1168",2020-04-04,"Stewart",1,1,NA,NA,1,54,55,7,0,0,NA,NA,0,0,NA,NA
"1169",2020-04-04,"Sullivan",18,0,NA,NA,18,196,214,8,0,1,NA,NA,-9,8,NA,NA
"1170",2020-04-04,"Sumner",301,18,NA,NA,301,1064,1365,100,2,10,NA,NA,25,301,NA,NA
"1171",2020-04-04,"Tipton",31,3,NA,NA,31,238,269,37,0,0,NA,NA,2,30,NA,NA
"1172",2020-04-04,"Trousdale",7,0,NA,NA,7,37,44,2,0,1,NA,NA,1,7,NA,NA
"1173",2020-04-04,"Unicoi",1,0,NA,NA,1,30,31,0,0,0,NA,NA,0,1,NA,NA
"1174",2020-04-04,"Union",1,0,NA,NA,1,32,33,2,0,0,NA,NA,0,1,NA,NA
"1175",2020-04-04,"Van Buren",0,0,NA,NA,0,22,22,1,0,0,NA,NA,0,0,NA,NA
"1176",2020-04-04,"Warren",1,0,NA,NA,1,119,120,7,0,0,NA,NA,0,1,NA,NA
"1177",2020-04-04,"Washington",22,2,NA,NA,22,304,326,6,2,2,NA,NA,2,22,NA,NA
"1178",2020-04-04,"Wayne",2,0,NA,NA,2,37,39,3,0,0,NA,NA,0,2,NA,NA
"1179",2020-04-04,"Weakley",1,0,NA,NA,1,77,78,5,0,0,NA,NA,0,1,NA,NA
"1180",2020-04-04,"White",2,0,NA,NA,2,104,106,2,0,0,NA,NA,-2,0,NA,NA
"1181",2020-04-04,"Williamson",239,18,NA,NA,239,1698,1937,148,-2,0,NA,NA,21,239,NA,NA
"1182",2020-04-04,"Wilson",82,11,NA,NA,82,884,966,89,0,0,NA,NA,11,82,NA,NA
"1183",2020-04-05,"Anderson",10,0,NA,NA,10,217,227,14,0,0,NA,NA,0,10,NA,NA
"1184",2020-04-05,"Bedford",8,0,NA,NA,8,141,149,21,0,0,NA,NA,0,8,NA,NA
"1185",2020-04-05,"Benton",4,0,NA,NA,4,52,56,5,0,0,NA,NA,0,4,NA,NA
"1186",2020-04-05,"Bledsoe",3,1,NA,NA,3,23,26,2,0,0,NA,NA,1,3,NA,NA
"1187",2020-04-05,"Blount",36,2,NA,NA,36,282,318,25,1,1,NA,NA,0,34,NA,NA
"1188",2020-04-05,"Bradley",21,0,NA,NA,21,208,229,1,0,0,NA,NA,0,21,NA,NA
"1189",2020-04-05,"Campbell",5,0,NA,NA,5,84,89,6,0,0,NA,NA,0,5,NA,NA
"1190",2020-04-05,"Cannon",6,2,NA,NA,6,70,76,5,0,0,NA,NA,2,6,NA,NA
"1191",2020-04-05,"Carroll",7,1,NA,NA,7,120,127,7,0,0,NA,NA,1,7,NA,NA
"1192",2020-04-05,"Carter",3,0,NA,NA,3,78,81,4,0,0,NA,NA,0,3,NA,NA
"1193",2020-04-05,"Cheatham",13,1,NA,NA,13,260,273,22,0,0,NA,NA,1,13,NA,NA
"1194",2020-04-05,"Chester",6,0,NA,NA,6,66,72,8,0,0,NA,NA,0,6,NA,NA
"1195",2020-04-05,"Claiborne",2,0,NA,NA,2,55,57,2,0,0,NA,NA,0,2,NA,NA
"1196",2020-04-05,"Clay",1,0,NA,NA,1,54,55,7,0,0,NA,NA,0,1,NA,NA
"1197",2020-04-05,"Cocke",1,0,NA,NA,1,67,68,5,0,0,NA,NA,0,1,NA,NA
"1198",2020-04-05,"Coffee",5,1,NA,NA,5,203,208,15,0,0,NA,NA,1,5,NA,NA
"1199",2020-04-05,"Crockett",0,0,NA,NA,0,36,36,1,0,0,NA,NA,0,0,NA,NA
"1200",2020-04-05,"Cumberland",26,3,NA,NA,26,424,450,55,0,0,NA,NA,9,26,NA,NA
"1201",2020-04-05,"Davidson",801,60,NA,NA,801,5719,6520,334,0,6,NA,NA,53,794,NA,NA
"1202",2020-04-05,"Decatur",0,0,NA,NA,0,48,48,1,0,0,NA,NA,0,0,NA,NA
"1203",2020-04-05,"Dekalb",7,2,NA,NA,7,105,112,15,0,0,NA,NA,2,7,NA,NA
"1204",2020-04-05,"Dickson",23,1,NA,NA,23,186,209,14,0,0,NA,NA,1,23,NA,NA
"1205",2020-04-05,"Dyer",9,2,NA,NA,9,113,122,11,0,0,NA,NA,2,9,NA,NA
"1206",2020-04-05,"Fayette",20,2,NA,NA,20,169,189,-1,0,0,NA,NA,2,20,NA,NA
"1207",2020-04-05,"Fentress",2,1,NA,NA,2,67,69,6,0,0,NA,NA,2,2,NA,NA
"1208",2020-04-05,"Franklin",12,0,NA,NA,12,115,127,2,0,1,NA,NA,-1,11,NA,NA
"1209",2020-04-05,"Gibson",11,3,NA,NA,11,187,198,12,0,0,NA,NA,3,11,NA,NA
"1210",2020-04-05,"Giles",3,0,NA,NA,3,78,81,-4,0,0,NA,NA,0,3,NA,NA
"1211",2020-04-05,"Grainger",3,0,NA,NA,3,48,51,3,0,0,NA,NA,1,3,NA,NA
"1212",2020-04-05,"Greene",17,1,NA,NA,17,88,105,-1,0,1,NA,NA,0,16,NA,NA
"1213",2020-04-05,"Grundy",12,0,NA,NA,12,51,63,8,0,0,NA,NA,0,12,NA,NA
"1214",2020-04-05,"Hamblen",4,0,NA,NA,4,114,118,7,0,0,NA,NA,4,4,NA,NA
"1215",2020-04-05,"Hamilton",74,4,NA,NA,74,843,917,43,0,4,NA,NA,-5,65,NA,NA
"1216",2020-04-05,"Hancock",0,0,NA,NA,0,12,12,3,0,0,NA,NA,0,0,NA,NA
"1217",2020-04-05,"Hardeman",6,0,NA,NA,6,89,95,5,0,0,NA,NA,0,6,NA,NA
"1218",2020-04-05,"Hardin",2,0,NA,NA,2,149,151,4,0,0,NA,NA,1,2,NA,NA
"1219",2020-04-05,"Hawkins",10,1,NA,NA,10,75,85,3,0,1,NA,NA,0,9,NA,NA
"1220",2020-04-05,"Haywood",3,1,NA,NA,3,51,54,5,0,0,NA,NA,1,3,NA,NA
"1221",2020-04-05,"Henderson",1,1,NA,NA,1,98,99,1,0,0,NA,NA,1,1,NA,NA
"1222",2020-04-05,"Henry",4,0,NA,NA,4,100,104,6,0,0,NA,NA,0,4,NA,NA
"1223",2020-04-05,"Hickman",2,1,NA,NA,2,81,83,4,0,0,NA,NA,1,2,NA,NA
"1224",2020-04-05,"Houston",2,0,NA,NA,2,82,84,-2,0,0,NA,NA,0,2,NA,NA
"1225",2020-04-05,"Humphreys",3,0,NA,NA,3,59,62,3,0,0,NA,NA,0,3,NA,NA
