ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
47,TENNESSEE,TN,DeKalb,47041,"DeKalb County, Tennessee",304.3852677,19601,0,9545,64,7487,231,3364,617,428,138,25643,2536,2799,392,3527,67,4259,68,3143,424,571,198,2289,19,24,77,108,82,1468,236,200,101,335,117,317,153,17.5,3.2,5.1,1.7,25643.0,2536.0,20.1,2.8,18.0,0.3,21.7,0.3,16.2,2.2,7.6,2.6,11.7,0.1,0.1,0.4,1.1,0.9,15.4,2.5,2.7,1.3,4.5,1.6,1.6,0.8,0.4681,0.2234,0.2766,0.734,1.7021,0.3723,0.4362,0.5532,0.234,0.3404,1.5638,0.1702,0.6064,0.0638,0.6702,0.3723,0.2872,0.4043,0.8511,0.2447,0.4681,2.2554,0.2872,6.1915,0.2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364,368,12.2,1.9,17757
47,TENNESSEE,TN,Robertson,47147,"Robertson County, Tennessee",476.3140609,69344,0,27043,105,25388,340,7923,1173,2129,363,28425,1060,5856,507,9753,89,17073,32,10037,798,2376,313,11309,36,1006,268,718,191,2470,376,629,202,949,215,963,240,11.6,1.7,6.0,1.0,28425.0,1060.0,12.5,1.1,14.1,0.1,24.6,0.0,14.7,1.2,9.4,1.2,16.3,0.1,1.5,0.4,2.7,0.7,9.1,1.4,2.5,0.8,3.7,0.8,1.4,0.3,0.0532,0.383,0.1277,0.1489,0.7128,0.1383,0.0638,0.9255,0.1489,0.7447,1.8829,0.4149,0.7766,0.8617,1.6383,0.9043,0.6489,0.1489,0.7766,0.1064,0.3085,1.9893,0.1489,6.2233,0.234,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6149,606,9.0,0.9,56061
47,TENNESSEE,TN,Coffee,47031,"Coffee County, Tennessee",428.9645317,54531,0,23911,143,21626,348,7624,913,1383,384,25637,1471,5095,466,9327,53,13133,0,9650,724,1784,307,5987,24,280,212,764,210,3020,358,571,166,802,161,690,168,14.1,1.7,5.5,1.5,25637.0,1471.0,13.7,1.3,17.1,0.1,24.1,0.0,17.9,1.3,8.2,1.4,11.0,0.0,0.5,0.4,3.2,0.9,12.6,1.5,2.6,0.8,3.7,0.7,1.3,0.3,0.1596,0.3191,0.2872,0.2128,0.9787,0.1809,0.3085,0.8723,0.3085,0.5319,2.0212,0.5532,0.5532,0.5426,1.0958,0.5745,0.7128,0.3404,0.8191,0.1064,0.234,2.2127,0.2766,6.3084,0.2447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5235,659,9.7,1.2,56567
47,TENNESSEE,TN,Polk,47139,"Polk County, Tennessee",434.6029634,16782,0,8727,52,7096,238,2709,480,607,151,24667,2557,2402,295,3366,44,3388,0,2945,288,547,144,821,54,19,75,16,12,2017,226,170,83,362,97,253,118,16.4,2.9,8.1,2.0,24667.0,2557.0,19.7,2.4,20.1,0.3,20.2,0.0,17.8,1.7,7.7,2.0,4.9,0.3,0.1,0.5,0.2,0.1,23.1,2.6,2.4,1.2,5.1,1.4,1.5,0.7,0.3404,0.7766,0.383,0.7128,2.2128,0.5638,0.7128,0.2553,0.2979,0.3936,1.6596,0.2447,0.117,0.0638,0.1808,0.0638,0.0319,0.7447,0.734,0.4043,0.4149,2.3298,0.3404,6.383,0.2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1837,362,11.1,2.2,12163
47,TENNESSEE,TN,Pickett,47137,"Pickett County, Tennessee",162.9787253,5088,0,3487,39,2218,183,862,207,88,61,23250,2930,906,181,1349,0,945,0,1067,191,77,41,57,39,10,68,43,31,1042,189,39,35,98,53,86,87,17.2,4.2,4.1,2.8,23250.0,2930.0,23.7,4.7,26.5,0.0,18.6,0.0,21.3,3.8,3.5,1.8,1.1,0.8,0.2,1.4,1.2,0.9,29.9,5.4,1.8,1.6,4.4,2.3,1.7,1.7,0.4468,0.0851,0.5213,0.9255,1.9787,0.4681,0.9894,0.0638,0.7021,0.0106,1.7659,0.3404,0.0,0.2128,0.2128,0.0745,0.3617,0.9468,0.4149,0.2128,0.5638,2.5,0.4894,6.4574,0.266,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3,319,135,6.4,2.7,3868
47,TENNESSEE,TN,Overton,47133,"Overton County, Tennessee",433.4850266,22004,0,10377,66,8974,264,3687,631,376,107,20581,1007,3146,315,4362,60,4905,105,3436,447,619,186,830,12,45,99,72,66,1972,284,173,81,647,175,298,148,17.0,2.9,4.0,1.1,20581.0,1007.0,20.4,2.1,19.8,0.3,22.3,0.5,15.8,2.0,6.9,2.1,3.8,0.1,0.2,0.5,0.7,0.6,19.0,2.7,1.9,0.9,7.2,1.9,1.4,0.7,0.4043,0.0638,0.8511,0.7872,2.1064,0.5319,0.6489,0.6596,0.2021,0.2021,1.7127,0.3085,0.0638,0.2128,0.2766,0.0957,0.1277,0.5957,0.4894,0.8617,0.3085,2.383,0.3936,6.4787,0.2766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1896,286,8.7,1.3,16834
47,TENNESSEE,TN,Cumberland,47035,"Cumberland County, Tennessee",681.0259529,58634,0,29314,96,25347,506,8782,1022,1550,298,24985,1055,6218,603,17521,79,10569,110,13052,704,2027,329,3212,15,384,191,530,182,5163,466,484,176,1243,250,742,198,15.2,1.8,6.8,1.3,24985.0,1055.0,14.0,1.3,29.9,0.1,18.0,0.2,22.5,1.2,8.0,1.3,5.5,0.0,0.7,0.3,1.8,0.6,17.6,1.6,1.9,0.7,4.9,1.0,1.3,0.3,0.2447,0.5532,0.3298,0.234,1.3617,0.3191,1.0,0.0319,0.8085,0.4681,2.3085,0.734,0.1489,0.6277,0.7766,0.3936,0.5319,0.5213,0.4894,0.3404,0.234,2.117,0.2447,6.5638,0.2872,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5625,618,9.7,1.1,54378
47,TENNESSEE,TN,Marion,47115,"Marion County, Tennessee",498.252392,28417,0,13277,78,11582,256,5084,715,679,188,24714,1153,3842,411,5433,39,6044,29,6003,463,1022,201,2299,16,18,89,115,67,2611,290,247,99,640,151,293,136,18.2,2.5,5.2,1.4,24714.0,1153.0,18.9,2.0,19.1,0.1,21.3,0.1,21.3,1.6,8.8,1.7,8.1,0.1,0.1,0.3,0.9,0.5,19.7,2.2,2.1,0.9,5.5,1.3,1.0,0.5,0.5106,0.266,0.3617,0.6277,1.766,0.3936,0.5213,0.4681,0.7021,0.6277,2.3192,0.766,0.4149,0.0638,0.4787,0.234,0.1702,0.617,0.5851,0.5638,0.0745,2.0106,0.1596,6.5745,0.2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,320,9.3,1.1,23836
47,TENNESSEE,TN,Meigs,47121,"Meigs County, Tennessee",195.1350496,11962,0,5827,33,4790,159,1980,392,464,122,23555,1727,1334,194,2462,66,2569,96,2309,236,274,91,683,11,43,81,6,7,1888,212,84,48,243,77,111,59,17.0,3.3,9.4,2.5,23555.0,1727.0,15.5,2.3,20.6,0.5,21.5,0.8,19.5,2.0,5.7,1.9,5.7,0.1,0.4,0.7,0.1,0.1,32.4,3.6,1.8,1.0,5.1,1.6,0.9,0.5,0.4043,0.9255,0.5,0.383,2.2128,0.5638,0.7872,0.5319,0.5319,0.0851,1.9361,0.4468,0.1702,0.4255,0.5957,0.3085,0.0106,0.9787,0.4149,0.4043,0.0426,1.8511,0.1277,6.5957,0.3085,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1089,246,9.2,2.1,9320
47,TENNESSEE,TN,Sullivan,47163,"Sullivan County, Tennessee",413.3974983,156734,0,74908,159,66239,609,25670,1943,4371,521,26933,727,15302,936,33114,82,30748,0,32295,1207,5279,442,10126,89,511,173,4213,486,9082,641,1096,219,4184,388,2623,310,16.6,1.3,6.2,0.7,26933.0,727.0,13.4,0.8,21.1,0.1,19.6,0.0,20.8,0.8,8.0,0.7,6.5,0.1,0.3,0.1,5.6,0.6,12.1,0.9,1.7,0.3,6.3,0.6,1.7,0.2,0.3723,0.4574,0.2128,0.1915,1.234,0.2447,0.8404,0.1809,0.6809,0.4681,2.1703,0.6596,0.2234,0.3298,0.5532,0.2766,0.8617,0.2872,0.3511,0.7128,0.5638,2.7766,0.766,6.7341,0.3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13620,804,8.8,0.5,157156
47,TENNESSEE,TN,Decatur,47039,"Decatur County, Tennessee",333.8774504,11683,0,6911,66,4623,226,2228,365,439,143,24337,3115,1375,180,2710,30,2488,12,2188,207,306,108,961,39,0,76,60,31,1557,208,24,15,248,77,226,142,19.4,3.2,8.9,3.0,24337.0,3115.0,16.5,2.1,23.2,0.3,21.3,0.1,19.1,1.8,6.6,2.3,8.2,0.3,0.0,0.7,0.9,0.5,22.5,3.0,0.5,0.3,5.4,1.7,1.9,1.2,0.6064,0.8723,0.3936,0.4787,2.351,0.6064,0.9362,0.4681,0.4894,0.1596,2.0533,0.5851,0.4255,0.0,0.4255,0.1915,0.1702,0.7128,0.0,0.4894,0.6064,1.9788,0.1383,6.8086,0.3298,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,959,208,8.4,1.8,10597
47,TENNESSEE,TN,Montgomery,47125,"Montgomery County, Tennessee",539.1646483,196387,0,79740,159,70303,813,26016,2015,6085,692,25938,638,9090,763,17496,92,52952,0,26722,1133,8026,598,70992,264,1534,369,5208,549,4071,492,1287,244,2889,416,3634,410,13.5,1.1,7.1,0.8,25938.0,638.0,7.5,0.6,8.9,0.1,27.0,0.0,14.6,0.6,11.4,0.8,36.1,0.1,0.9,0.2,6.5,0.7,5.1,0.6,1.8,0.3,4.1,0.6,1.9,0.2,0.1064,0.6064,0.266,0.0106,0.9894,0.2021,0.0,0.9894,0.1383,0.9362,2.0639,0.5957,0.9362,0.7128,1.649,0.9149,0.8936,0.0745,0.4149,0.1702,0.6064,2.1596,0.2553,6.8619,0.3404,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,3,15254,1153,8.4,0.6,168077
47,TENNESSEE,TN,Greene,47059,"Greene County, Tennessee",622.1685246,68669,0,32516,126,27244,498,11299,1082,1956,403,23668,1203,8117,668,14283,131,13442,22,15994,1159,1988,329,4665,4,163,166,455,163,7080,518,398,147,1255,265,2038,271,17.0,1.6,6.5,1.3,23668.0,1203.0,16.4,1.3,20.8,0.2,19.6,0.0,23.7,1.7,7.3,1.2,6.8,0.0,0.2,0.3,1.4,0.5,21.8,1.6,1.5,0.5,4.6,1.0,3.0,0.4,0.4043,0.5106,0.4681,0.4681,1.8511,0.4149,0.8191,0.1809,0.9043,0.266,2.1703,0.6596,0.266,0.2128,0.4788,0.2447,0.4149,0.6809,0.2447,0.2766,0.766,2.3831,0.4043,6.8833,0.3511,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6407,698,9.5,1.0,66316
47,TENNESSEE,TN,Jefferson,47089,"Jefferson County, Tennessee",274.9246781,53247,0,24067,110,19910,415,7169,729,1429,271,24855,1627,5827,456,10312,77,10870,60,10524,697,1342,292,4071,7,446,191,577,183,5665,483,463,172,652,155,1904,268,14.0,1.4,5.9,1.1,24855.0,1627.0,15.5,1.2,19.4,0.1,20.4,0.1,20.1,1.3,6.7,1.5,7.6,0.0,0.9,0.4,2.4,0.8,23.5,2.0,2.3,0.9,3.3,0.8,3.6,0.5,0.1489,0.3723,0.3511,0.383,1.2553,0.266,0.5638,0.2766,0.6064,0.1702,1.617,0.2021,0.3617,0.7128,1.0745,0.5532,0.6064,0.766,0.6915,0.0532,0.8298,2.9469,0.8617,6.8937,0.3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5248,596,10.0,1.1,43366
47,TENNESSEE,TN,Sevier,47155,"Sevier County, Tennessee",592.4876986,96287,0,57240,110,36945,731,14281,1414,2777,476,23869,924,11002,700,17934,166,20134,66,16810,850,2982,400,9285,39,1909,385,5453,518,7013,573,1152,286,1272,259,1070,245,15.0,1.5,5.7,1.0,23869.0,924.0,16.1,1.0,18.6,0.2,20.9,0.1,17.6,0.9,8.1,1.1,9.6,0.0,2.1,0.4,9.5,0.9,12.3,1.0,3.1,0.8,3.4,0.7,1.1,0.3,0.2234,0.3511,0.4362,0.4468,1.4575,0.3404,0.4787,0.3723,0.2766,0.5106,1.6382,0.234,0.4787,0.9468,1.4255,0.7553,0.9468,0.3298,0.9468,0.0851,0.117,2.4255,0.4362,6.9467,0.3723,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,15577,1108,16.3,1.2,92970
47,TENNESSEE,TN,Trousdale,47169,"Trousdale County, Tennessee",114.3416301,9573,0,3533,158,3054,214,1458,479,435,260,23634,3355,1307,283,1351,54,1896,0,1671,356,257,137,1486,17,48,86,90,57,631,177,14,27,99,56,381,477,15.9,5.0,9.7,5.6,23634.0,3355.0,19.8,4.2,14.1,0.6,19.8,0.0,18.1,3.6,8.4,4.5,15.5,0.2,0.5,1.0,2.5,1.6,17.9,4.9,0.5,0.9,3.2,1.9,4.0,5.0,0.2872,0.9468,0.4894,0.7234,2.4468,0.6383,0.0638,0.2021,0.3404,0.5851,1.1914,0.0319,0.7553,0.5426,1.2979,0.6915,0.617,0.5426,0.0,0.0319,0.8723,2.0638,0.2021,6.9999,0.383,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1384,474,15.0,5.0,5843
47,TENNESSEE,TN,Giles,47055,"Giles County, Tennessee",610.9310587,29167,0,13988,66,11496,280,4162,595,801,199,23877,1036,3016,338,5670,58,6100,18,5046,376,982,188,4564,61,114,105,351,123,2360,267,238,124,554,136,812,114,14.7,2.1,6.1,1.5,23877.0,1036.0,14.6,1.6,19.4,0.2,20.9,0.1,17.6,1.3,8.5,1.6,15.6,0.2,0.4,0.4,2.5,0.9,16.9,1.9,2.1,1.1,4.8,1.2,2.8,0.4,0.1809,0.4362,0.4149,0.2979,1.3299,0.3085,0.5638,0.3723,0.2766,0.5957,1.8084,0.3723,0.766,0.4255,1.1915,0.6064,0.617,0.4787,0.5851,0.3191,0.7234,2.7233,0.6915,7.0531,0.3936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740,371,9.5,1.3,26076
47,TENNESSEE,TN,Anderson,47001,"Anderson County, Tennessee",337.2031748,75775,0,34932,135,30483,549,12022,1279,2114,353,27913,1199,7138,587,14731,86,16004,0,14157,751,2783,357,8084,129,619,256,2356,305,4023,520,572,163,1664,285,1196,253,16.2,1.7,6.0,1.0,27913.0,1199.0,13.2,1.1,19.4,0.1,21.1,0.0,18.9,1.0,9.1,1.2,10.7,0.2,0.9,0.4,6.7,0.9,11.5,1.5,1.9,0.5,5.5,0.9,1.6,0.3,0.3298,0.383,0.1596,0.1809,1.0533,0.2128,0.5638,0.4255,0.4468,0.6702,2.1063,0.6277,0.5426,0.7128,1.2554,0.6596,0.9043,0.2447,0.4894,0.5638,0.4681,2.6703,0.6489,7.0853,0.4043,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6889,660,9.2,0.9,77087
47,TENNESSEE,TN,Marshall,47117,"Marshall County, Tennessee",375.4619246,32269,0,13530,59,12335,266,4661,684,949,218,24876,1402,3363,427,5034,45,7670,64,5297,466,1427,234,4774,128,430,250,226,74,2236,313,252,104,559,150,444,130,14.7,2.2,6.2,1.4,24876.0,1402.0,15.2,1.9,15.6,0.1,23.8,0.2,16.6,1.5,11.6,1.9,14.8,0.4,1.4,0.8,1.7,0.5,16.5,2.3,2.0,0.8,4.5,1.2,1.4,0.4,0.1809,0.4574,0.3404,0.3404,1.3191,0.2979,0.1809,0.8191,0.2553,0.9468,2.2021,0.6915,0.7128,0.8404,1.5532,0.8404,0.5,0.4468,0.5426,0.2447,0.3085,2.0426,0.1915,7.117,0.4149,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2770,358,8.7,1.1,28656
47,TENNESSEE,TN,Hickman,47081,"Hickman County, Tennessee",612.4831428,24678,0,10451,88,8667,306,4160,915,507,179,22248,3192,3520,440,4044,72,5359,77,4647,473,636,188,2365,61,68,101,99,47,2525,299,125,66,471,147,1624,232,18.1,4.0,4.9,1.7,22248.0,3192.0,20.3,2.5,16.4,0.3,21.7,0.3,20.1,2.0,7.3,2.2,9.6,0.2,0.3,0.4,0.9,0.5,24.2,2.8,1.4,0.8,5.4,1.7,6.6,0.9,0.5,0.1915,0.6383,0.766,2.0958,0.5213,0.234,0.5532,0.6064,0.266,1.6596,0.2447,0.4787,0.3298,0.8085,0.4149,0.1702,0.7979,0.1915,0.4894,0.9043,2.5533,0.5426,7.1172,0.4255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2056,354,8.9,1.5,17391
47,TENNESSEE,TN,Putnam,47141,"Putnam County, Tennessee",401.1061484,76440,0,33886,152,31110,388,14310,1255,2231,371,23873,997,6860,609,12617,174,16022,20,11256,724,2839,391,8749,56,1233,298,2038,347,2451,326,358,127,1818,308,3170,337,19.5,1.7,6.2,1.0,23873.0,997.0,14.0,1.2,16.5,0.2,21.0,0.0,14.9,1.0,9.1,1.3,11.4,0.1,1.7,0.4,6.0,1.0,7.2,1.0,1.2,0.4,5.8,1.0,4.1,0.4,0.6383,0.4574,0.4255,0.234,1.7552,0.383,0.2447,0.4043,0.1702,0.6702,1.4894,0.1383,0.5851,0.883,1.4681,0.766,0.883,0.0957,0.0957,0.617,0.883,2.5744,0.5532,7.2871,0.4362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6723,654,8.9,0.9,82446
47,TENNESSEE,TN,Davidson,47037,"Davidson County, Tennessee",503.4896212,684017,0,305849,520,277903,1499,108515,3450,18066,1257,34343,454,53735,1897,79891,5,145490,0,78584,2275,26404,1117,299367,310,31566,1583,71843,1669,4542,432,8065,637,18675,919,21461,1091,16.4,0.5,4.6,0.3,34343.0,454.0,11.4,0.4,11.7,0.1,21.3,0.0,11.6,0.3,9.5,0.4,43.8,0.0,5.0,0.2,23.5,0.5,1.5,0.1,2.9,0.2,6.7,0.3,3.1,0.2,0.3404,0.1277,0.0106,0.0957,0.5744,0.0745,0.0213,0.4681,0.0213,0.766,1.2767,0.0638,0.9574,1.0,1.9574,1.0,1.0,0.0106,0.8936,0.7766,0.7979,3.4787,0.9787,7.2872,0.4468,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,3,85347,2877,12.6,0.4,720182
47,TENNESSEE,TN,Sequatchie,47153,"Sequatchie County, Tennessee",265.8508607,14730,0,6470,34,5441,197,2410,521,350,118,22383,1258,1839,296,2871,44,3143,146,3334,349,429,143,925,13,53,86,38,39,1600,252,164,84,213,87,232,74,16.6,3.6,5.6,1.9,22383.0,1258.0,17.5,2.7,19.5,0.3,21.3,1.0,23.0,2.4,7.9,2.6,6.3,0.1,0.4,0.6,0.6,0.6,24.7,3.9,3.0,1.6,3.9,1.6,1.6,0.5,0.3723,0.3404,0.6064,0.5426,1.8617,0.4362,0.5957,0.4681,0.8404,0.4574,2.3616,0.7979,0.1915,0.4255,0.617,0.3404,0.0957,0.8298,0.9362,0.1489,0.4681,2.4787,0.4681,7.319,0.4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1644,319,11.3,2.2,11117
47,TENNESSEE,TN,White,47185,"White County, Tennessee",376.678066,26580,0,11812,52,9951,258,4542,814,870,204,20973,1514,3330,361,5263,64,5929,83,5146,387,735,197,1704,21,35,96,173,85,2004,273,215,100,495,156,400,123,17.4,3.1,7.9,1.9,20973.0,1514.0,17.8,1.9,19.8,0.2,22.3,0.3,19.7,1.5,7.4,2.0,6.4,0.1,0.1,0.4,1.5,0.7,17.0,2.3,2.2,1.0,5.0,1.5,1.5,0.5,0.4574,0.734,0.8191,0.5638,2.5743,0.6915,0.6489,0.6596,0.5745,0.2979,2.1809,0.6809,0.2128,0.0638,0.2766,0.0957,0.4468,0.4894,0.6596,0.3936,0.4149,2.4043,0.4255,7.4361,0.4681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970,597,11.3,2.3,21452
47,TENNESSEE,TN,Houston,47083,"Houston County, Tennessee",200.2935762,8176,0,4231,57,2943,164,1266,289,185,81,21866,2859,1336,165,1724,81,1791,0,1810,310,155,58,645,17,17,70,42,37,1061,151,26,17,158,61,228,133,15.9,3.6,5.8,2.5,21866.0,2859.0,23.2,2.9,21.1,1.0,21.9,0.0,22.7,3.8,5.3,2.0,7.9,0.2,0.2,0.9,1.0,0.9,25.1,3.5,0.9,0.6,5.4,2.0,2.8,1.6,0.2872,0.3617,0.734,0.9149,2.2978,0.5851,0.8404,0.5851,0.8191,0.0532,2.2978,0.7234,0.383,0.2128,0.5958,0.3191,0.2447,0.8617,0.0319,0.4894,0.7234,2.3511,0.3723,7.5425,0.4787,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,775,194,9.7,2.4,6715
47,TENNESSEE,TN,Clay,47027,"Clay County, Tennessee",236.5362412,7686,0,4329,38,3173,243,2026,419,126,76,19512,2171,1084,194,1842,95,1529,79,1423,253,243,96,428,17,0,68,108,67,1193,210,66,50,155,56,110,82,26.7,5.5,4.4,2.6,19512.0,2171.0,19.4,3.4,24.0,1.2,19.9,1.0,18.7,3.3,7.7,3.0,5.6,0.2,0.0,0.9,2.5,1.6,27.6,4.8,2.1,1.6,4.9,1.7,1.4,1.1,0.9787,0.0957,0.9255,0.6809,2.6808,0.734,0.9681,0.2128,0.4149,0.3936,1.9894,0.5213,0.1596,0.0,0.1596,0.0532,0.617,0.9149,0.5851,0.3404,0.3085,2.7659,0.7553,7.5957,0.4894,1,0,1,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,4,844,250,11.1,3.3,6154
47,TENNESSEE,TN,Weakley,47183,"Weakley County, Tennessee",580.3529629,33626,0,15609,201,13605,297,6253,562,915,207,21641,1619,3368,303,5951,50,6565,34,6138,429,1083,201,4379,56,133,111,441,113,1896,220,179,84,950,165,2601,432,20.2,1.8,6.0,1.3,21641.0,1619.0,15.7,1.4,17.7,0.1,19.5,0.1,18.5,1.3,8.0,1.5,13.0,0.2,0.4,0.3,2.8,0.7,12.1,1.5,1.3,0.6,7.0,1.2,7.7,1.3,0.734,0.383,0.766,0.4149,2.2979,0.5957,0.3936,0.1596,0.383,0.4681,1.4043,0.0957,0.6596,0.4255,1.0851,0.5638,0.6702,0.2872,0.117,0.8298,0.9255,2.8297,0.8191,7.617,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3212,488,9.7,1.5,30697
47,TENNESSEE,TN,Grainger,47057,"Grainger County, Tennessee",280.5864091,23013,0,11037,57,8948,231,4210,635,667,171,22151,1547,3471,376,4498,50,4796,72,5446,455,530,139,1253,23,222,146,110,51,3628,316,223,124,409,121,148,84,18.5,2.8,6.5,1.6,22151.0,1547.0,21.0,2.3,19.5,0.2,20.8,0.3,23.8,2.0,5.9,1.6,5.4,0.1,1.0,0.7,1.0,0.5,32.9,2.9,2.5,1.4,4.6,1.3,0.6,0.4,0.5213,0.5106,0.6489,0.8298,2.5106,0.6702,0.5957,0.3404,0.9149,0.1064,1.9574,0.4894,0.1383,0.7553,0.8936,0.4468,0.2447,1.0,0.7766,0.2766,0.0106,2.3085,0.3191,7.6701,0.5106,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,2417,396,10.6,1.7,16871
47,TENNESSEE,TN,Chester,47023,"Chester County, Tennessee",285.7361172,17150,0,7109,89,5958,263,2951,618,714,256,21425,1484,1512,267,2840,89,3865,31,2373,325,602,171,2457,6,51,74,119,64,1178,215,79,59,289,123,1237,237,18.5,3.8,9.5,3.2,21425.0,1484.0,13.7,2.4,16.6,0.5,22.5,0.2,14.0,1.9,10.1,2.8,14.3,0.0,0.3,0.5,1.7,0.9,16.6,3.1,1.3,1.0,4.9,2.0,7.2,1.4,0.5213,0.9362,0.7872,0.2128,2.4575,0.6596,0.266,0.7021,0.0638,0.8511,1.883,0.4255,0.6809,0.3298,1.0107,0.5106,0.5,0.4574,0.117,0.3404,0.9149,2.3297,0.3298,7.6809,0.5213,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2036,424,12.0,2.5,13702
47,TENNESSEE,TN,Carter,47019,"Carter County, Tennessee",341.2581693,56391,0,28131,126,23594,457,12841,1180,1326,220,21963,1162,7154,574,11746,72,10714,65,11988,699,1895,313,2829,29,81,111,619,153,4886,351,336,129,1489,231,1663,226,23.5,2.2,5.4,0.9,21963.0,1162.0,17.2,1.4,20.8,0.1,19.0,0.1,21.7,1.3,8.0,1.3,5.0,0.1,0.2,0.2,2.2,0.5,17.4,1.2,1.4,0.5,6.3,1.0,2.9,0.4,0.9149,0.2979,0.7128,0.5213,2.4469,0.6489,0.8191,0.1064,0.7553,0.4681,2.1489,0.6489,0.1277,0.2128,0.3405,0.1489,0.5745,0.5106,0.1915,0.7128,0.7553,2.7447,0.7447,7.681,0.5319,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6604,691,11.9,1.3,44034
