ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
47,TENNESSEE,TN,Lewis,47101,"Lewis County, Tennessee",282.0918104,11956,0,5515,60,4758,185,2385,529,192,90,21510,1777,1297,273,2468,106,2677,134,2167,268,456,121,786,20,7,74,0,26,1240,202,101,100,410,164,244,123,20.3,4.5,3.7,1.7,21510.0,1777.0,15.4,3.2,20.6,0.9,22.4,1.1,18.4,2.3,9.6,2.5,6.6,0.2,0.1,0.7,0.0,0.5,22.5,3.7,2.1,2.1,8.6,3.4,2.0,1.0,0.7447,0.0213,0.7766,0.3617,1.9043,0.4574,0.7872,0.6915,0.3617,0.7872,2.6276,0.9043,0.234,0.0638,0.2978,0.1277,0.0,0.7128,0.5851,0.9255,0.6702,2.8936,0.8404,7.7233,0.5426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1216,249,10.3,2.1,9862
47,TENNESSEE,TN,Johnson,47091,"Johnson County, Tennessee",298.4399282,17789,0,9005,91,6858,312,3713,677,229,96,19784,1581,2772,351,3902,35,2963,63,3749,382,254,114,1293,146,28,71,98,61,1840,248,72,55,460,144,1929,206,23.5,4.2,3.8,1.6,19784.0,1581.0,20.4,2.6,21.9,0.2,16.7,0.4,23.6,2.5,3.7,1.7,7.3,0.8,0.2,0.4,1.1,0.7,20.4,2.7,1.0,0.8,6.7,2.0,10.8,1.2,0.9149,0.0319,0.8936,0.7872,2.6276,0.7128,0.883,0.0213,0.883,0.0213,1.8086,0.383,0.3404,0.2128,0.5532,0.2766,0.2872,0.6383,0.0745,0.7766,0.9574,2.734,0.7021,7.7234,0.5532,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1707,345,10.7,2.1,14003
47,TENNESSEE,TN,Bradley,47011,"Bradley County, Tennessee",328.7616622,104557,0,43377,150,39840,499,16715,1772,3037,476,26319,1308,11143,757,17356,135,23205,56,18634,1183,3414,491,14763,424,1716,351,1586,263,4854,453,969,229,2168,352,3087,349,16.6,1.8,6.0,1.0,26319.0,1308.0,15.7,1.1,16.6,0.1,22.2,0.1,18.0,1.1,8.6,1.2,14.1,0.4,1.7,0.4,3.7,0.6,11.2,1.0,2.4,0.6,5.4,0.9,3.0,0.3,0.3723,0.383,0.234,0.4149,1.4042,0.3298,0.266,0.6277,0.3191,0.617,1.8298,0.3936,0.6702,0.883,1.5532,0.8404,0.7553,0.2234,0.734,0.4894,0.766,2.9681,0.883,7.7553,0.5638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12260,1000,11.8,1.0,100691
47,TENNESSEE,TN,Henry,47079,"Henry County, Tennessee",561.8400771,32279,0,17196,77,13406,330,6290,771,898,208,22727,1250,3272,371,7207,88,6737,60,6841,464,1221,245,4063,11,100,99,196,86,4149,349,167,72,685,184,512,161,19.8,2.4,6.7,1.6,22727.0,1250.0,14.0,1.6,22.3,0.3,20.9,0.2,21.5,1.5,9.1,1.8,12.6,0.0,0.3,0.3,1.1,0.5,24.1,2.0,1.2,0.5,5.1,1.3,1.6,0.5,0.7128,0.5426,0.5638,0.234,2.0532,0.5106,0.9255,0.3723,0.734,0.6702,2.702,0.9681,0.6383,0.3298,0.9681,0.4574,0.2872,0.7872,0.0957,0.4043,0.4681,2.0425,0.1809,7.7658,0.5745,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2929,409,9.2,1.3,29314
47,TENNESSEE,TN,McMinn,47107,"McMinn County, Tennessee",430.1165755,52773,0,23408,112,20427,398,10077,1123,1582,310,23842,1903,5665,524,10108,147,11310,102,9867,667,1594,246,5596,26,325,180,363,126,4110,422,356,129,1161,250,1182,248,19.6,2.2,7.0,1.4,23842.0,1903.0,15.2,1.4,19.2,0.3,21.4,0.2,19.0,1.3,7.8,1.2,10.6,0.0,0.7,0.4,1.6,0.5,17.6,1.8,1.7,0.6,5.7,1.2,2.2,0.5,0.6596,0.5745,0.4468,0.3404,2.0213,0.4787,0.5532,0.5213,0.4787,0.4255,1.9787,0.5106,0.5319,0.6277,1.1596,0.5957,0.4681,0.5213,0.3511,0.5957,0.6809,2.6171,0.6064,7.7767,0.5851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4880,634,9.4,1.2,47868
47,TENNESSEE,TN,Lincoln,47103,"Lincoln County, Tennessee",570.3418481,33711,0,15477,62,13636,331,5280,757,749,163,25077,1177,4008,384,6351,89,7532,17,6519,495,1410,227,4364,26,193,134,230,101,2486,301,378,151,1053,229,360,136,15.9,2.3,4.9,1.0,25077.0,1177.0,16.9,1.6,18.8,0.3,22.3,0.1,19.5,1.5,10.3,1.7,12.9,0.1,0.6,0.4,1.5,0.7,16.1,1.9,2.8,1.1,7.7,1.7,1.1,0.4,0.2872,0.1915,0.3191,0.5,1.2978,0.2872,0.4894,0.6596,0.5319,0.8617,2.5426,0.8511,0.6489,0.6064,1.2553,0.6489,0.4468,0.4255,0.8617,0.8936,0.117,2.7446,0.734,7.8403,0.5957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789,456,8.4,1.4,27930
47,TENNESSEE,TN,Jackson,47087,"Jackson County, Tennessee",308.637955,11615,0,5877,43,4543,183,2241,365,372,134,20276,1618,1846,227,2492,27,2137,28,2686,319,286,91,521,15,8,75,76,39,1744,191,72,38,241,88,215,92,19.7,3.2,7.9,2.7,20276.0,1618.0,21.5,2.6,21.5,0.2,18.4,0.2,23.5,2.8,6.3,2.0,4.5,0.1,0.1,0.7,1.3,0.7,29.7,3.2,1.6,0.9,5.3,1.9,1.9,0.8,0.6915,0.734,0.8723,0.883,3.1808,0.883,0.8723,0.0532,0.8617,0.1489,1.9361,0.4468,0.0851,0.0638,0.1489,0.0426,0.3936,0.9362,0.3085,0.4681,0.6064,2.7128,0.6809,7.9786,0.6064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1180,287,10.3,2.5,8650
47,TENNESSEE,TN,Madison,47113,"Madison County, Tennessee",557.1070075,97682,0,42953,152,37729,513,18238,1346,2362,392,25555,744,7603,547,15556,70,22177,59,14316,923,4195,410,42740,11,885,288,1703,292,2094,294,679,180,3244,395,3851,317,19.4,1.4,5.1,0.8,25555.0,744.0,11.7,0.8,15.9,0.1,22.7,0.1,14.8,1.0,11.1,1.1,43.8,0.0,1.0,0.3,4.0,0.7,4.9,0.7,1.8,0.5,8.6,1.1,3.9,0.3,0.6064,0.2234,0.2979,0.117,1.2447,0.2553,0.2021,0.7128,0.1596,0.9255,2.0,0.5319,0.9574,0.7553,1.7127,0.9255,0.7872,0.0638,0.4149,0.9255,0.8404,3.0318,0.9043,7.9892,0.617,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,3,8925,912,9.3,0.9,112236
47,TENNESSEE,TN,Van Buren,47175,"Van Buren County, Tennessee",273.4152035,5704,0,2683,41,2163,129,1060,253,288,92,19560,1895,855,123,1262,17,1066,26,1406,183,69,45,228,17,0,68,2,18,585,107,53,36,139,63,103,93,19.0,4.5,11.8,3.5,19560.0,1895.0,20.1,2.9,22.1,0.3,18.7,0.5,25.1,3.2,3.2,2.1,4.0,0.3,0.0,1.3,0.1,0.7,21.8,4.0,2.5,1.7,6.4,2.9,1.8,1.6,0.5532,0.9787,0.9149,0.734,3.1808,0.883,0.9149,0.0745,0.9468,0.0,1.9362,0.4681,0.0745,0.0,0.0745,0.0106,0.0106,0.6809,0.7766,0.734,0.5957,2.7978,0.7872,7.9893,0.6277,0,1,1,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,4,808,195,14.4,3.5,4496
47,TENNESSEE,TN,Fentress,47049,"Fentress County, Tennessee",498.6110861,17994,0,9019,42,7403,236,3855,772,497,169,19013,1329,2570,320,3729,38,3916,91,4268,429,433,122,608,19,9,72,48,26,1817,256,163,85,700,193,176,76,21.8,4.4,7.0,2.3,19013.0,1329.0,20.2,2.5,20.7,0.2,21.8,0.5,24.0,2.4,5.8,1.6,3.4,0.1,0.1,0.4,0.5,0.3,20.1,2.8,2.2,1.2,9.5,2.5,1.0,0.4,0.8404,0.5745,0.9574,0.7553,3.1276,0.8617,0.8085,0.5745,0.9255,0.0957,2.4042,0.8191,0.0319,0.0638,0.0957,0.0213,0.0745,0.6277,0.6596,0.9574,0.0745,2.3937,0.4149,8.0212,0.6383,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,1729,346,9.7,1.9,15094
47,TENNESSEE,TN,Hawkins,47073,"Hawkins County, Tennessee",487.0542166,56402,0,27148,85,23330,408,10543,997,1656,325,23801,1249,6637,485,11261,101,11566,30,12643,643,2295,337,2710,35,197,125,877,220,6359,406,513,169,1432,288,629,173,19.0,1.8,7.0,1.3,23801.0,1249.0,16.3,1.2,20.0,0.2,20.5,0.1,22.7,1.1,9.8,1.4,4.8,0.1,0.4,0.2,3.2,0.8,23.4,1.5,2.2,0.7,6.1,1.2,1.1,0.3,0.5532,0.5745,0.4574,0.4574,2.0425,0.5,0.6809,0.2872,0.8191,0.8191,2.6063,0.8723,0.1064,0.4255,0.5319,0.266,0.7128,0.7553,0.6596,0.6702,0.117,2.9149,0.8511,8.0956,0.6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5118,544,9.2,1.0,45829
47,TENNESSEE,TN,Henderson,47077,"Henderson County, Tennessee",520.0086397,27859,0,12963,58,10671,336,5331,711,956,282,21793,1298,3637,483,4888,61,6429,0,5116,472,750,200,3461,17,191,186,73,53,3183,331,213,102,711,200,358,119,19.4,2.6,7.8,2.3,21793.0,1298.0,18.8,2.5,17.5,0.2,23.1,0.0,18.6,1.7,7.0,1.9,12.4,0.1,0.7,0.7,0.6,0.4,24.6,2.5,2.0,1.0,6.7,1.9,1.3,0.4,0.6064,0.7128,0.7447,0.617,2.6809,0.7447,0.3404,0.7553,0.3936,0.2234,1.7127,0.3085,0.6277,0.6277,1.2554,0.6596,0.0957,0.8191,0.5426,0.7766,0.234,2.468,0.4574,8.117,0.6596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2599,452,9.4,1.6,23282
47,TENNESSEE,TN,Gibson,47053,"Gibson County, Tennessee",602.7448716,49175,0,22525,111,19223,457,8201,999,1399,255,22565,1053,5027,459,8718,63,11918,23,9349,617,2009,324,11405,201,146,118,401,171,2437,352,263,98,1242,219,1154,260,17.1,2.1,6.6,1.2,22565.0,1053.0,15.1,1.4,17.7,0.1,24.2,0.0,19.5,1.3,10.5,1.7,23.2,0.4,0.3,0.3,1.8,0.8,10.8,1.6,1.4,0.5,6.5,1.1,2.3,0.5,0.4362,0.5319,0.5957,0.3298,1.8936,0.4468,0.3936,0.8936,0.5319,0.8723,2.6914,0.9574,0.8617,0.3298,1.1915,0.6064,0.5319,0.1809,0.1915,0.7553,0.6915,2.3511,0.3723,8.1276,0.6702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3846,492,8.0,1.0,41934
47,TENNESSEE,TN,Bedford,47003,"Bedford County, Tennessee",473.6389586,47558,0,18928,63,16882,348,7420,943,1177,286,23988,1366,6015,660,7021,119,12249,41,7526,588,1841,328,10788,51,1474,348,563,205,2957,377,681,194,822,192,541,151,15.8,2.0,5.1,1.2,23988.0,1366.0,19.2,2.1,14.8,0.2,25.8,0.1,16.0,1.2,10.9,1.9,22.7,0.1,3.3,0.8,3.0,1.1,15.6,2.0,4.0,1.1,4.9,1.1,1.1,0.3,0.2766,0.2234,0.4043,0.6702,1.5745,0.3511,0.0957,0.9787,0.2128,0.9149,2.2021,0.6915,0.8511,0.9894,1.8405,0.9681,0.6809,0.4149,1.0,0.3404,0.117,2.5532,0.5319,8.1703,0.6809,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,1,0,0,1,4,5321,655,11.3,1.4,44134
47,TENNESSEE,TN,Macon,47111,"Macon County, Tennessee",307.1435039,23487,0,10211,71,9202,247,4119,667,472,142,21972,1927,3348,434,3666,81,5718,112,4558,420,975,254,1844,23,277,157,215,129,2506,308,167,96,333,125,372,141,17.9,2.9,4.4,1.3,21972.0,1927.0,21.2,2.8,15.6,0.3,24.3,0.5,19.7,1.8,10.6,2.8,7.9,0.1,1.3,0.7,2.1,1.3,24.5,3.0,1.8,1.0,3.6,1.3,1.6,0.6,0.4787,0.0957,0.7021,0.8511,2.1276,0.5426,0.1809,0.9043,0.5745,0.8936,2.5533,0.8617,0.383,0.8191,1.2021,0.6277,0.5532,0.8085,0.4149,0.0957,0.4681,2.3404,0.3511,8.2234,0.6915,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2536,392,11.0,1.7,18331
47,TENNESSEE,TN,Monroe,47123,"Monroe County, Tennessee",635.7026171,45876,0,21151,83,17694,418,8650,1271,1722,400,21919,1855,6822,627,9357,171,9928,112,9209,746,1087,226,4072,31,170,140,190,105,5242,537,506,186,723,185,555,183,19.3,2.8,9.2,2.0,21919.0,1855.0,21.1,1.9,20.4,0.4,21.6,0.2,20.3,1.6,6.1,1.3,8.9,0.1,0.4,0.3,0.9,0.5,24.8,2.5,2.9,1.1,4.1,1.1,1.2,0.4,0.5851,0.8936,0.7234,0.8404,3.0425,0.8298,0.7553,0.5426,0.6277,0.117,2.0426,0.5745,0.4574,0.4255,0.8829,0.4362,0.1702,0.8404,0.8936,0.1702,0.2021,2.2765,0.2979,8.2445,0.7021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5040,716,11.1,1.6,41171
47,TENNESSEE,TN,Union,47173,"Union County, Tennessee",223.5743125,19293,0,9319,46,7126,297,4096,682,676,177,21677,1615,3236,319,3370,61,4222,17,3610,318,524,142,691,19,39,79,277,148,2630,300,244,99,352,127,183,68,21.6,3.6,8.6,2.3,21677.0,1615.0,23.8,2.4,17.5,0.3,21.9,0.1,18.9,1.7,7.4,2.0,3.6,0.1,0.2,0.4,3.0,1.6,28.2,3.2,3.4,1.4,4.9,1.7,0.9,0.4,0.8298,0.8404,0.7553,0.9468,3.3723,0.9255,0.3404,0.5851,0.4468,0.2979,1.6702,0.266,0.0532,0.2128,0.266,0.0851,0.6809,0.9255,0.9681,0.3404,0.0426,2.9575,0.8723,8.266,0.7128,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,2282,388,11.9,2.0,14437
47,TENNESSEE,TN,Claiborne,47025,"Claiborne County, Tennessee",434.5999545,31613,0,15349,94,13238,286,7168,739,1107,230,20753,1229,4425,400,6051,71,5966,93,6645,519,1009,211,1439,17,137,120,163,81,3506,370,199,87,820,194,1245,199,23.6,2.4,8.5,1.7,20753.0,1229.0,19.6,1.8,19.1,0.2,18.9,0.3,21.4,1.7,7.6,1.6,4.6,0.1,0.5,0.4,1.1,0.5,22.8,2.4,1.5,0.7,6.2,1.4,3.9,0.6,0.9362,0.8191,0.8298,0.6915,3.2766,0.9043,0.5213,0.0851,0.7234,0.3404,1.6702,0.266,0.0957,0.5426,0.6383,0.3511,0.2872,0.734,0.2447,0.6809,0.8404,2.7872,0.7766,8.3723,0.7234,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2414,390,7.8,1.3,30610
47,TENNESSEE,TN,Hardin,47071,"Hardin County, Tennessee",577.3279148,25771,0,14108,83,10267,309,5191,868,840,211,22905,1488,3647,421,5638,121,5369,59,4569,411,854,194,2113,23,126,122,198,112,1814,299,197,106,667,178,484,188,20.5,3.4,7.9,2.0,22905.0,1488.0,19.6,2.3,21.9,0.5,20.8,0.2,18.0,1.6,8.3,1.9,8.2,0.1,0.5,0.5,1.4,0.8,12.9,2.1,1.9,1.0,6.5,1.8,1.9,0.7,0.766,0.734,0.5532,0.6915,2.7447,0.7553,0.883,0.3404,0.3191,0.5426,2.0851,0.6064,0.4255,0.5426,0.9681,0.4574,0.4149,0.3511,0.4894,0.7553,0.6064,2.6171,0.6064,8.415,0.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2891,443,11.4,1.7,23712
47,TENNESSEE,TN,Dyer,47045,"Dyer County, Tennessee",512.3354361,37576,0,16868,89,15180,317,6806,969,1333,277,25427,1969,4416,469,6341,89,9012,23,7234,597,1923,305,7466,20,162,145,588,192,1300,251,425,160,710,165,562,194,18.5,2.7,7.7,1.5,25427.0,1969.0,17.3,1.8,16.9,0.2,24.0,0.1,19.5,1.6,12.7,2.0,19.9,0.1,0.5,0.4,3.5,1.1,7.7,1.5,2.8,1.1,4.7,1.1,1.5,0.5,0.5213,0.6596,0.3085,0.5319,2.0213,0.4787,0.2872,0.8404,0.5319,0.9681,2.6276,0.9043,0.8298,0.5426,1.3724,0.7234,0.7447,0.1064,0.8617,0.3085,0.4149,2.4362,0.4468,8.4575,0.7447,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3398,559,9.2,1.5,37425
47,TENNESSEE,TN,McNairy,47109,"McNairy County, Tennessee",562.8415025,25903,0,12072,84,10022,296,5280,676,1304,271,20236,1238,3456,334,5253,50,5748,28,4931,404,763,157,2597,4,69,102,114,97,1972,209,208,97,625,174,336,174,20.7,2.6,12.3,2.6,20236.0,1238.0,19.0,1.9,20.3,0.2,22.2,0.1,19.3,1.6,7.6,1.6,10.0,0.0,0.3,0.4,0.9,0.8,16.3,1.7,2.1,1.0,6.2,1.7,1.3,0.7,0.7872,0.9894,0.883,0.6489,3.3085,0.9149,0.734,0.6277,0.5106,0.3404,2.2127,0.7128,0.5106,0.3298,0.8404,0.4255,0.1702,0.4362,0.5851,0.6809,0.234,2.1064,0.2234,8.468,0.7553,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3108,415,12.2,1.6,21952
47,TENNESSEE,TN,Campbell,47013,"Campbell County, Tennessee",480.162536,39687,0,20782,79,16172,458,7660,904,1443,315,23064,1787,6979,540,8030,113,8216,130,9813,638,1476,251,1365,19,28,97,920,218,3478,372,153,87,1543,245,576,173,19.7,2.4,8.6,1.8,23064.0,1787.0,24.5,1.9,20.2,0.3,20.7,0.3,25.1,1.6,9.1,1.5,3.4,0.0,0.1,0.3,4.4,1.1,16.7,1.8,0.9,0.5,9.5,1.5,1.5,0.4,0.6915,0.8404,0.5426,0.9681,3.0426,0.8404,0.7234,0.3085,0.9468,0.6702,2.6489,0.9255,0.0319,0.0638,0.0957,0.0213,0.8191,0.4681,0.0319,0.9574,0.4149,2.6914,0.6596,8.4786,0.766,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,4406,555,11.3,1.4,33556
47,TENNESSEE,TN,Benton,47005,"Benton County, Tennessee",394.3060389,16112,0,9087,51,6786,230,3403,417,479,133,21374,1300,2263,297,3849,91,3078,170,4297,373,494,170,1132,19,25,83,111,77,2402,255,112,68,574,165,182,97,21.4,2.6,7.8,2.2,21374.0,1300.0,19.1,2.5,23.9,0.6,19.1,1.1,26.9,2.3,7.3,2.5,7.0,0.1,0.2,0.5,1.2,0.9,26.4,2.8,1.7,1.0,8.5,2.5,1.1,0.6,0.8191,0.7128,0.7979,0.6596,2.9894,0.8085,0.9574,0.1277,0.9894,0.266,2.3405,0.7766,0.3085,0.2128,0.5213,0.2553,0.3617,0.883,0.3511,0.9149,0.117,2.6277,0.6277,8.4789,0.7766,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,1,3,1554,247,9.7,1.5,13288
47,TENNESSEE,TN,Perry,47135,"Perry County, Tennessee",414.7453437,7912,0,4647,51,3317,189,2347,419,254,94,28270,7302,1439,204,1613,19,1750,104,1491,241,236,82,616,17,0,68,30,29,1516,193,110,55,176,60,150,113,30.3,5.4,8.3,3.2,28270.0,7302.0,25.8,3.6,20.4,0.2,22.1,1.3,19.2,3.1,7.1,2.4,7.8,0.2,0.0,0.9,0.6,0.6,32.6,4.2,3.3,1.7,5.3,1.8,1.9,1.4,1.0,0.7872,0.1383,0.9894,2.9149,0.7872,0.7553,0.617,0.5,0.2447,2.117,0.6383,0.3723,0.0,0.3723,0.1596,0.0957,0.9894,0.9574,0.4681,0.6064,3.117,0.9255,8.5212,0.7872,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4,1139,250,14.7,3.2,7086
47,TENNESSEE,TN,Morgan,47129,"Morgan County, Tennessee",522.1796653,21596,0,8988,103,7517,255,4093,583,602,165,19726,1359,2930,323,3573,29,4129,91,4177,374,666,167,1462,23,59,87,31,18,2837,302,190,96,380,116,2803,256,22.0,3.2,7.7,2.0,19726.0,1359.0,18.7,2.0,16.5,0.1,19.1,0.4,22.2,2.0,8.9,2.2,6.8,0.1,0.3,0.4,0.3,0.2,31.6,3.4,2.5,1.3,5.1,1.5,13.0,1.2,0.8617,0.6596,0.9043,0.5957,3.0213,0.8191,0.2447,0.1277,0.7766,0.6489,1.7979,0.3617,0.266,0.3298,0.5958,0.3191,0.0426,0.9681,0.7766,0.4043,0.9787,3.1703,0.9362,8.5853,0.7979,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,2072,378,11.0,2.0,16795
47,TENNESSEE,TN,Cocke,47029,"Cocke County, Tennessee",435.8253248,35336,0,17583,61,14181,459,8700,1167,1557,330,21332,1725,5440,533,7161,57,7345,62,8226,618,1348,272,2337,26,51,101,193,93,4790,428,158,120,760,163,336,72,24.9,3.3,10.0,2.1,21332.0,1725.0,21.4,2.1,20.3,0.2,20.8,0.2,23.5,1.8,9.5,1.9,6.6,0.1,0.2,0.3,1.1,0.5,27.2,2.4,1.1,0.8,5.4,1.1,1.0,0.2,0.9574,0.9681,0.8085,0.8723,3.6063,0.9787,0.734,0.3404,0.8617,0.766,2.7021,0.9787,0.234,0.2128,0.4468,0.2021,0.2872,0.9043,0.0851,0.4894,0.0745,1.8405,0.117,8.5957,0.8085,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3918,534,11.2,1.5,29033
47,TENNESSEE,TN,Carroll,47017,"Carroll County, Tennessee",597.6573175,28018,0,13248,78,11062,353,5358,735,691,187,22007,1534,3479,263,5555,42,5980,27,6136,463,920,220,4274,4,28,79,181,81,2516,294,200,99,796,172,916,171,19.8,2.7,6.0,1.6,22007.0,1534.0,17.9,1.4,19.8,0.1,21.3,0.1,22.3,1.7,8.3,2.0,15.3,0.0,0.1,0.3,1.4,0.6,19.0,2.2,1.8,0.9,7.2,1.5,3.3,0.6,0.7128,0.383,0.6915,0.5745,2.3618,0.617,0.6489,0.4681,0.7872,0.5426,2.4468,0.8298,0.734,0.0638,0.7978,0.4043,0.4149,0.5957,0.4149,0.8617,0.8191,3.1063,0.9149,8.7127,0.8191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2223,400,8.1,1.5,26761
47,TENNESSEE,TN,Wayne,47181,"Wayne County, Tennessee",734.1088265,16649,0,7335,125,5954,265,2853,527,448,118,19350,1472,2477,252,3134,92,3139,125,3030,309,455,142,1648,18,21,76,76,40,1874,264,169,89,354,100,2037,307,19.6,3.6,7.2,1.8,19350.0,1472.0,20.3,2.1,18.8,0.6,18.9,0.8,20.7,1.9,7.6,2.4,9.9,0.1,0.1,0.5,1.0,0.6,25.5,3.6,2.8,1.5,5.9,1.7,12.2,1.8,0.6596,0.617,0.9362,0.766,2.9788,0.7979,0.4894,0.0851,0.6702,0.3404,1.5851,0.1915,0.5,0.0638,0.5638,0.2979,0.2447,0.8723,0.8617,0.6383,0.9681,3.5851,1.0,8.7128,0.8298,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1639,279,11.2,1.9,14208
47,TENNESSEE,TN,Crockett,47033,"Crockett County, Tennessee",265.5480351,14499,0,6402,58,5335,174,2745,474,333,86,22050,1602,1858,216,2645,29,3491,0,2705,278,445,86,3744,19,225,87,84,48,740,146,184,70,275,80,219,147,19.3,3.4,5.2,1.4,22050.0,1602.0,18.9,2.2,18.2,0.2,24.1,0.0,18.9,1.9,8.3,1.6,25.8,0.1,1.7,0.6,1.3,0.8,11.6,2.3,3.4,1.3,5.2,1.5,1.5,1.0,0.5851,0.266,0.6809,0.6277,2.1597,0.5532,0.4574,0.8723,0.4468,0.5426,2.3191,0.7553,0.883,0.883,1.766,0.9468,0.3936,0.2553,0.9681,0.4574,0.4149,2.4893,0.4787,8.7341,0.8404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1789,223,12.5,1.5,11522
47,TENNESSEE,TN,Shelby,47157,"Shelby County, Tennessee",763.5744639,937005,0,404284,450,350260,1659,189641,5494,36236,1518,28828,410,72057,1844,118566,24,236247,0,116075,2453,44940,1475,598831,594,16598,1035,46441,1398,3756,460,8063,650,31081,1171,17596,1052,20.6,0.6,7.7,0.3,28828.0,410.0,11.8,0.3,12.7,0.1,25.2,0.0,12.6,0.3,12.8,0.4,63.9,0.1,1.9,0.1,11.5,0.3,0.9,0.1,2.3,0.2,8.9,0.3,1.9,0.1,0.7766,0.6596,0.117,0.1277,1.6809,0.3617,0.0426,0.9681,0.0426,0.9787,2.032,0.5638,1.0,0.9255,1.9255,0.9894,0.9787,0.0,0.6915,0.9468,0.6064,3.2234,0.9468,8.8618,0.8511,0,0,0,0,0,0,1,0,1,2,1,1,2,1,0,0,1,0,2,6,111735,3322,12.1,0.4,928933
